,SOURCE_ID,random_index,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,phot_variable_flag,l,b,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,ag_gspphot,ebpminrp_gspphot
1520,64971589491716736,819154151,56.44424887440677,23.318712008904072,0.8600899889221808,0.025476111,33.760647,3.5149030142868285,0.033486187,-8.427854380906657,0.020155862,31,,,0,0,0.97209734,3634.408,14.649082,690.1061,15.09456,500.11884,14.0238905,1.2298146,1.0706692,-9.784702,7.4660387,12,3.0874248,,,NOT_AVAILABLE,166.93169247399447,-24.299731889641755,False,False,0,True,True,False,False,False,True,True,False,6259.0005,4.2112,-0.3014,1061.54,0.7594,0.4106
1521,64971722633920768,261702123,56.45816034438137,23.328967040281526,7.239831982148124,0.18223085,39.728905,19.137058011285028,0.2600386,-45.60656363223237,0.15589353,95,1.1058999,0.041681238,0,0,1.0437182,442.8155,18.135908,9.727627,20.548536,128.17076,16.764942,1.5665818,3.7835941,,,,,,,NOT_AVAILABLE,166.93448046110834,-24.283548568520388,False,False,0,False,False,False,False,False,True,True,False,3023.1865,4.9672,0.1779,141.5085,0.7081,0.5329
1522,64971795650143232,925855539,56.50760208364583,23.32852700032245,5.635618840160852,0.019826695,284.244,-12.987858027137618,0.024915855,-71.7879795333369,0.017742632,31,,,1,0,1.1835587,3512.2986,13.743738,880.01855,14.639727,1881.7019,12.80925,1.3131632,1.8304768,-9.204796,1.9958056,16,13.480745,,,NOT_AVAILABLE,166.97161591159218,-24.25329540885855,False,False,0,True,True,False,False,False,True,True,False,4154.9478,4.4644,-0.2646,176.7804,0.5638,0.3041
1523,64971933089093760,1114002256,56.534933945361814,23.3473212122962,7.388568334356815,0.015051717,490.87875,19.54291585018702,0.01882543,-45.246857647763434,0.013102093,31,,,0,3,1.0232012,461.44577,13.21777,116.913055,13.992208,175.29636,12.351245,1.2904023,1.6409626,6.731614,3.0530305,13,17.820887,3.5038376,0.00074281817,VARIABLE,166.97806214694404,-24.222498247112743,False,False,0,True,True,False,True,False,True,True,False,4193.054,4.6232,0.0683,134.5563,0.1808,0.0968
1524,64971967448830592,1276203409,56.55372732056135,23.35662306967901,0.777775076929938,0.041770127,18.620367,5.43337985466343,0.055650447,-2.257420218758277,0.03844982,31,,,0,0,1.0872153,2226.0303,15.701304,348.64362,16.257248,599.5081,14.991069,1.2442683,1.2661791,,,,,,,NOT_AVAILABLE,166.98516341367755,-24.203997487923075,False,False,0,True,False,False,False,False,True,True,False,5501.346,4.4443,-0.1186,929.4437,0.74,0.3975
1525,64972104887786496,1052917531,56.49690092446863,23.360398936845694,1.105851890260154,0.049872927,22.173391,0.4902523518277373,0.063387275,-12.71017629957666,0.04425661,31,,,0,0,1.0246314,1882.7101,16.188866,203.36101,16.873745,266.86725,15.393271,1.261828,1.4804735,,,,,,,NOT_AVAILABLE,166.9401047695644,-24.236359180312576,False,False,0,True,False,False,False,False,True,True,False,4615.8057,4.3944,-0.8119,846.6113,0.5104,0.2737
1526,64972173607262464,1678492309,56.48843206627876,23.369357445049527,0.8258556250867913,0.029253028,28.231459,6.330164818742064,0.03744296,-9.14783211975112,0.026688067,31,,,0,0,0.93576163,3343.6213,15.056896,418.1921,15.602999,845.0849,14.348916,1.246545,1.2540827,,,,,,,NOT_AVAILABLE,166.92718590423115,-24.234972965832583,False,False,0,True,False,False,False,False,True,True,False,5387.8677,4.2118,-0.5639,1042.0225,0.6865,0.372
1527,64972242326736640,1429194891,56.523839930074274,23.384027691376147,1.412433031212869,0.035302628,40.00929,-3.5047041617072385,0.04324238,-3.1837179726207316,0.030740561,31,,,0,0,1.0522228,2631.0845,15.403274,300.79236,16.068914,665.7795,14.610344,1.2665807,1.4585705,,,,,,,NOT_AVAILABLE,166.94269226056096,-24.20223803687946,False,False,0,True,False,False,False,False,True,True,False,5477.761,4.3347,0.1655,822.9426,1.0745,0.5746
1528,64972414125448064,290037096,56.32116650198105,23.25433688219035,4.193212952692779,0.036154885,115.97916,6.337945248484462,0.044062797,-12.66682055839001,0.02629058,31,,,0,0,1.0672973,2319.3523,15.326252,348.29782,16.355337,783.9232,14.319405,1.3451048,2.0359325,14.51971,6.7669973,11,3.3553724,,,NOT_AVAILABLE,166.8874194379999,-24.423421934916252,False,False,0,True,False,False,False,False,True,True,False,4087.927,4.6592,0.0005,237.7814,0.7734,0.4218
1529,64972581627329664,181739159,56.366007463932874,23.287940808930628,2.304313158413097,0.20593713,11.189402,-22.10168772136686,0.27766725,-1.6861257488597716,0.16209058,31,,,0,0,0.92603236,501.55658,18.562258,11.423915,20.026564,89.90925,17.361885,1.4598842,2.6646786,,,,,,,NOT_AVAILABLE,166.8960810551129,-24.37084951299947,False,False,0,False,False,False,False,False,True,False,False,3207.7222,4.6306,-0.7324,277.6826,0.5368,0.3286
1530,64972620283878144,973027426,56.31509595318165,23.258355777661723,1.21997306949214,0.048397593,25.207308,-1.4822406598435918,0.0590838,-0.010414869021811754,0.034895446,31,,,1,0,1.020835,1941.2441,15.844593,203.8004,16.442614,389.96628,15.10396,1.2507368,1.3386536,,,,,,,NOT_AVAILABLE,166.87991746732877,-24.42419669634675,False,False,0,True,False,False,False,False,True,True,False,5049.1606,4.5078,-0.2991,791.3578,0.5982,0.3205
1531,64972650346801152,1524420568,56.32271720191093,23.281085661689396,0.9843150753742103,0.049676396,19.814543,9.352124884704516,0.062357627,2.36556627677153,0.037844352,31,,,0,0,1.0391427,2059.0273,16.047823,184.79866,16.706661,582.474,15.267661,1.2588354,1.4390001,,,,,,,NOT_AVAILABLE,166.86882810222968,-24.402663009358786,False,False,0,True,False,False,False,False,True,True,False,4826.5747,4.4349,-0.3811,874.6152,0.5739,0.3058
1532,64972856505264768,510206016,56.33713480909049,23.303383585631217,1.507173864232869,0.12058106,12.499259,1.2061356728886055,0.14408363,-0.13708530688273465,0.090588674,31,,,0,0,0.97786677,946.3226,17.486372,71.51064,18.485355,133.92711,16.51363,1.3201034,1.9717255,,,,,,,NOT_AVAILABLE,166.8631323559822,-24.377253293990307,False,False,0,True,False,False,False,False,True,True,False,4390.136,4.675,0.0023,726.2253,0.9383,0.5022
1533,64973032600730368,752852114,56.40867922128035,23.31320013370633,0.7802133417745347,0.024718659,31.56374,36.523133489769116,0.03423502,-26.778590152454818,0.0206735,31,,,0,0,0.9971142,4070.1855,14.5126705,434.8232,14.974929,1038.4501,13.869025,1.2352686,1.1059036,,,,,,,NOT_AVAILABLE,166.9092542775563,-24.325794277190397,False,False,0,True,True,False,False,False,True,True,False,6083.449,3.886,-1.4524,1158.2925,0.8044,0.443
1534,64973170039686912,1111010889,56.35691674900101,23.30806562430443,1.0910058335484976,0.057599172,18.941345,-4.782799858535434,0.07460002,1.0434546467307186,0.044744544,31,,,0,0,1.0897231,1955.5992,16.234524,180.16832,16.84405,301.3645,15.486144,1.2522914,1.3579054,,,,,,,NOT_AVAILABLE,166.87443930822587,-24.361571704333393,False,False,0,True,False,False,False,False,True,True,False,4742.192,4.4619,-0.7244,906.4634,0.3908,0.2091
1535,64973268822142848,1330297222,56.35846606440373,23.32462661970297,0.7848676755756322,0.039405674,19.917631,6.1710550213427755,0.05165195,-6.624708143731221,0.030651813,31,,,0,0,0.9532935,2783.4038,15.645627,223.7494,16.142832,661.322,14.974901,1.2394948,1.1679306,,,,,,,NOT_AVAILABLE,166.8633709410191,-24.34835745050441,False,False,0,True,False,False,False,False,True,True,False,5890.7705,4.5242,-0.3413,965.0192,0.7998,0.4338
1536,64973513637074304,1068207829,56.2873845242324,23.29749536572027,1.4220092721134834,0.105077356,13.532975,7.685534104050324,0.1273234,-15.939867927594824,0.07985534,31,,,0,0,0.9882935,982.893,17.318653,30.021267,18.351013,121.0933,16.352459,1.3051549,1.9985542,,,,,,,NOT_AVAILABLE,166.83032727557466,-24.412323402171214,False,False,0,False,False,False,False,False,True,True,False,3630.5527,4.0366,-1.3399,679.3103,0.2221,0.1206
1537,64973582356548992,417035427,56.319788509784765,23.309254027591564,1.8571306306976907,0.032794066,56.63008,9.513536269867128,0.040013026,4.5009066685243235,0.026006583,31,,,0,0,0.9589446,3266.1877,15.000453,446.7652,15.632678,717.99365,14.220844,1.2682041,1.4118338,26.655031,14.30904,10,3.1687102,,,NOT_AVAILABLE,166.84585059435187,-24.383616241265763,False,False,0,False,False,False,False,False,True,True,False,4727.506,4.4314,-0.5839,521.3804,0.478,0.2554
1538,64973960313668352,502639565,56.29200037574427,23.355903447790894,0.8767838409186556,0.07434253,11.79384,8.566935904482722,0.0943322,-0.4048457087004813,0.059025943,31,,,0,0,1.0646199,1771.9495,16.482552,130.25099,17.12349,272.4949,15.702172,1.2655787,1.4213171,,,,,,,NOT_AVAILABLE,166.79069193805893,-24.366210705392174,False,False,0,True,False,False,False,False,True,True,False,4838.306,4.6603,-0.6058,710.9766,0.6104,0.3269
1539,64974063390622720,312574132,56.32934357277854,23.34452233484072,2.008398953668907,0.12085429,16.618351,6.8215658639583925,0.15235488,-4.733655906113887,0.09817802,95,1.3775644,0.027598953,0,46,1.3343306,536.57587,17.09934,,,,,,,,,,,,,NOT_AVAILABLE,166.8269604968556,-24.351604592196907,False,False,0,False,False,False,False,False,False,False,False,,,,,,
1540,64974063392882304,1041372357,56.32927687791184,23.34480687912672,2.239474285816483,0.01952035,114.72511,7.054043450662681,0.024747213,-5.614187500226555,0.015851859,31,,,0,0,1.033014,4471.001,13.839713,768.8081,14.402841,556.84216,13.040462,1.3105814,1.3623791,-3.874711,3.211802,9,7.7635202,,,NOT_AVAILABLE,166.8267008137167,-24.351435048259503,False,False,0,True,True,False,False,False,True,True,False,6004.775,4.4545,-0.0897,435.23,1.1232,0.6071
1541,64974166472093824,851177681,56.36696538139758,23.361318198607236,0.8567477655956945,0.08220443,10.422161,7.084593152032956,0.1155039,-4.67026263198275,0.0701996,31,,,0,0,0.9933032,1187.1366,16.952677,99.98075,17.702385,220.08011,16.109835,1.2784157,1.5925503,,,,,,,NOT_AVAILABLE,166.84263407642095,-24.315951381580096,False,False,0,True,False,False,False,False,True,True,False,4532.258,4.7148,-0.6584,666.8168,0.6527,0.3487
1542,64974338270788864,1551022073,56.30068677483327,23.36456659754402,7.400842842890291,0.05960634,124.16201,20.3498907854033,0.07312076,-45.84120467577862,0.046997488,31,,,0,0,1.050245,465.73782,16.11487,78.0059,17.743353,233.14713,14.877634,1.4773835,2.8657188,,,,,,,NOT_AVAILABLE,166.79078882552002,-24.35443645236223,False,False,0,False,False,False,False,False,True,True,False,3359.895,4.7551,-0.1907,132.2771,0.6466,0.423
1543,64974338270789376,167741835,56.30643376593138,23.35377697783903,1.7399041766921448,0.16009283,10.868095,9.409888429797618,0.19654739,-6.577859700278397,0.13836278,31,,,0,0,1.0466254,724.8727,17.804174,21.562082,19.136295,159.61801,16.684813,1.3928306,2.4514828,,,,,,,NOT_AVAILABLE,166.80303528109857,-24.35888445585144,False,False,0,False,False,False,False,False,True,True,False,3686.0054,4.6726,-0.529,449.3654,0.8329,0.4853
1544,64974437053304448,456302706,56.34799005892456,23.38214863839851,2.053006541761238,0.20529139,10.000451,13.5243414777627,0.29268503,-22.709760090195324,0.16974697,31,,,0,0,1.0085722,503.12216,18.418259,18.113905,19.781034,78.26197,17.266916,1.4221904,2.5141182,,,,,,,NOT_AVAILABLE,166.81311759195023,-24.312238909793432,False,False,0,False,False,False,False,False,True,False,False,3611.7192,4.7766,-0.7732,407.9137,0.8777,0.5138
1545,64974574492213248,662021388,56.42870174000814,23.336589161292384,7.492486097833367,0.0977831,76.62353,21.406088529779186,0.13026962,-45.052319844566526,0.076506026,31,,,0,0,0.9524142,791.307,17.363674,23.650871,19.30851,240.40312,16.061031,1.5181644,3.2474785,,,,,,,NOT_AVAILABLE,166.90690557922753,-24.296120782011226,False,False,0,True,False,False,False,False,True,True,False,3171.196,4.9594,0.0218,138.4074,0.5836,0.4077
1546,64974681868166528,985281592,56.447129481623314,23.35481697978819,1.1382151629823196,0.043888543,25.934221,11.55258524875329,0.058388222,-7.8446521680975,0.033746086,31,,,0,0,0.9998815,2504.331,15.761243,280.43332,16.427525,511.0311,14.978324,1.2583295,1.4492006,,,,,,,NOT_AVAILABLE,166.90717395345777,-24.271252156174,False,False,0,True,False,False,False,False,True,True,False,4594.6196,4.2684,-0.6326,882.251,0.4344,0.232
1547,64974681868166656,792213800,56.45772739328821,23.34866672080308,1.0006582936084734,0.016840117,59.4211,2.38837411003976,0.023222568,-2.037517304606812,0.014019316,31,,,0,0,1.0143613,4722.043,12.840154,1008.8885,13.556614,2666.1572,12.019885,1.2708967,1.5367289,22.274555,0.7448837,13,19.920864,-0.95034,0.7547887,NOT_AVAILABLE,166.91960818368426,-24.26925035899511,False,False,0,True,True,True,False,False,True,True,False,4895.77,3.1056,-0.1107,1036.0333,0.7638,0.4042
1548,64975265983712768,90654867,56.50520824199516,23.396898584886365,1.7215463984773869,0.105727136,16.282919,9.166490144136294,0.1323804,-8.279158694235125,0.09510935,31,,,0,0,1.0187149,992.1209,17.456944,56.25443,18.648546,141.40067,16.386417,1.3703023,2.2621288,,,,,,,NOT_AVAILABLE,166.9193297962307,-24.204243620816342,False,False,0,True,False,False,False,False,True,True,False,3913.1472,4.724,-0.2845,447.2655,0.9198,0.5123
1549,64975948881507712,1210296124,56.367603621082054,23.398756216460207,3.2826391066923364,0.014502529,226.34943,43.858638001035075,0.020527981,-18.098760123855644,0.0119597055,31,,,0,0,0.9249908,4977.0063,12.279651,1395.0013,12.686597,2288.6108,11.699907,1.2165045,0.98668957,28.479172,1.2080061,15,25.026302,0.334751,0.31431624,NOT_AVAILABLE,166.8154937634919,-24.287842515086588,False,False,0,False,False,True,False,False,True,True,False,5492.9507,4.3293,-0.6479,295.2929,0.2497,0.1351
1550,64976296775864448,290869747,56.419856137637936,23.432891966632738,1.917966799308463,0.045020744,42.601845,2.9440795203160497,0.056290675,-9.340863246438103,0.03931586,31,,,0,0,1.0603379,1815.7499,15.735451,218.35468,16.55349,579.2912,14.848544,1.2941328,1.7049456,,,,,,,NOT_AVAILABLE,166.82924788831784,-24.230334784665207,False,False,0,True,False,False,False,False,True,True,False,4714.9434,4.5789,-0.1489,466.6403,0.9098,0.4836
1551,64976537294033280,514387423,56.39630513217644,23.44292178210786,0.8501213831152411,0.028657226,29.665167,0.34687232279428426,0.033697695,-5.852970903470886,0.024773082,31,,,0,0,1.2259047,4000.4246,14.540077,877.6914,15.023792,1152.406,13.87825,1.2388563,1.1455421,-49.778233,6.148057,12,4.539916,,,NOT_AVAILABLE,166.80431293664378,-24.237440909190017,False,False,0,False,False,False,False,False,True,True,False,6587.8394,4.1606,-0.9136,1062.5674,1.1087,0.6074
1552,64976606013508224,239556347,56.432667830527095,23.451646251863476,1.4045112022182644,0.06646606,21.131252,-0.6197790326242014,0.08256602,-8.799161527805378,0.056346253,31,,,0,0,0.93368226,1344.7108,16.634241,149.09361,17.47699,255.74234,15.733238,1.2989011,1.7437515,,,,,,,NOT_AVAILABLE,166.82495469177005,-24.20855048898206,False,False,0,True,False,False,False,False,True,True,False,4450.7476,4.4533,-0.8904,733.3586,0.823,0.4427
1553,64976606013508480,1635215348,56.42371010855717,23.452195020157962,0.4412914382742739,0.035762105,12.339638,1.4386388015946439,0.04385837,-0.27348212950625966,0.030427957,31,,,3,0,1.0267435,2687.8022,15.30194,420.38617,15.833288,745.06476,14.595244,1.2515901,1.2380438,,,,,,,NOT_AVAILABLE,166.81788200035325,-24.21367130729755,False,False,0,False,False,False,False,False,True,True,False,6012.507,3.9642,-0.8643,1420.5656,1.0085,0.5528
1554,64976709092722304,536732308,56.42599297963048,23.472162320243367,0.9650994427768198,0.058325388,16.546816,-1.9131053895190262,0.07220736,-8.229752516784242,0.04942451,31,,,0,0,1.0195101,1489.7534,16.324362,181.54013,17.102001,410.2069,15.458547,1.2887442,1.6434546,,,,,,,NOT_AVAILABLE,166.80485913206482,-24.197485080451713,False,False,0,True,False,False,False,False,True,True,False,4457.8955,4.2478,-0.5528,930.8975,0.6643,0.3546
1555,64976743452464128,922755265,56.6006067845243,23.323414739385186,2.1159553007251386,0.015369834,137.66936,-2.5558479377229864,0.019524045,0.4839903962774971,0.013924566,31,,,0,0,0.97413814,5285.17,9.950315,1732.2938,10.65126,3267.1816,9.136126,1.2712903,1.5151348,-16.133373,0.16833578,12,115.49506,0.61933607,0.15286437,NOT_AVAILABLE,167.04456183834066,-24.19949298148983,False,False,0,True,True,True,False,False,True,True,False,5124.702,2.907,-0.0608,464.0945,0.875,0.4635
1556,64976846531677824,556610126,56.59264149825222,23.347959753146117,0.8751122314287743,0.015378985,56.903122,-4.407336259573233,0.02039074,-8.79017016782027,0.013706227,31,,,0,0,0.92910737,5676.0454,13.560714,1017.4856,14.2420635,1407.2532,12.758593,1.2683653,1.4834709,-62.772923,1.7987145,15,13.4084,,,NOT_AVAILABLE,167.02049197069277,-24.186306258414117,False,False,0,True,True,False,False,False,False,True,False,,,,,,
1557,64976915251152896,137328644,56.632089077918394,23.35931648883351,1.0416993574583013,0.06405105,16.263582,3.535745209384249,0.08088739,-8.365741377152176,0.05147487,31,,,0,0,0.9984422,1507.4767,16.771114,121.75047,17.491913,277.19772,15.948393,1.2714298,1.54352,,,,,,,NOT_AVAILABLE,167.04139683249196,-24.153491418409466,False,False,0,True,False,False,False,False,True,True,False,4725.757,4.4964,-0.5536,935.856,0.7109,0.3825
1558,64977087049846784,149193770,56.56357494606645,23.360027094167403,1.3159501194654064,0.1265545,10.398288,-10.140548340519361,0.16112864,-7.06254041645993,0.11143763,31,,,2,0,1.0374151,758.4155,17.920614,37.3878,18.97674,108.735825,16.925636,1.3266212,2.0511036,,,,,,,NOT_AVAILABLE,166.98996866649597,-24.195388866731435,False,False,0,False,False,False,False,False,True,True,False,3885.4497,4.8,-0.5653,551.0831,0.6743,0.3667
1559,64977190129058432,1329463945,56.61909777471536,23.380041740811105,4.125074919891903,0.013590812,303.51938,10.614873347129212,0.01762185,-6.542461098166751,0.0110645695,31,,,1,0,1.0436249,4615.7935,13.100137,963.3482,13.707301,1584.2615,12.352517,1.2526059,1.354784,17.744555,1.5959886,14,16.45189,,,NOT_AVAILABLE,167.0164262009069,-24.14623943116506,False,False,0,True,True,False,False,False,True,True,False,5382.221,4.4856,-0.1641,238.4987,0.837,0.4498
1560,64977499366701568,281106263,56.656740149181196,23.407993715733515,4.584104813106562,0.082248405,55.73488,10.950427931403276,0.10286763,-35.04051613798913,0.066089846,31,,,0,0,1.1568353,867.5337,16.962265,38.84485,18.735954,227.91501,15.697705,1.4906486,3.038249,,,,,,,NOT_AVAILABLE,167.02370317138488,-24.102298897242843,False,False,0,True,False,False,False,False,True,True,False,3444.953,4.4909,-0.5424,214.484,1.2016,0.7574
1561,64977705525131904,119776705,56.64730542253092,23.41153106180494,7.223361814603207,0.018994845,380.28012,20.296996397713922,0.025167681,-44.83110777745387,0.01568919,31,,,0,0,1.008254,914.6755,14.081177,222.47977,15.108032,408.1473,13.074501,1.3455156,2.0335312,-13.442302,8.021964,14,10.799785,,,NOT_AVAILABLE,167.01408785130192,-24.10553023592171,False,False,0,True,True,False,False,False,True,True,False,3664.9885,4.3876,-0.7217,137.8595,0.3548,0.1966
1562,64977769947972352,330911887,56.642373009803386,23.420033488276424,3.3257891492788496,0.21175343,15.705952,14.703612200733794,0.2609379,-29.66692200003607,0.17192902,31,,,0,0,1.1555382,541.3664,18.518555,8.344348,20.292704,105.673325,17.161545,1.6104987,3.1311588,,,,,,,NOT_AVAILABLE,167.00414360076388,-24.102308016415353,False,False,0,False,False,False,False,False,True,False,False,3393.0671,4.8673,-0.0774,267.1076,1.3712,0.8897
1563,64977838668129152,207807827,56.558644727565465,23.36555532316514,7.023992682119677,0.41526976,16.914288,19.78942021617143,0.5223351,-44.69911093411448,0.37091053,95,0.9786822,0.10150335,0,0,0.9467604,227.93425,19.616781,2.549892,21.776768,71.671364,18.129898,1.7548274,3.6468697,,,,,,,NOT_AVAILABLE,166.98221815532514,-24.194356583137058,False,False,0,False,False,False,False,False,False,False,False,,,,,,
1564,64974883729882624,742315587,56.39623307818462,23.36069879506204,1.7284775161326411,0.117107995,14.759688,-8.778523778485868,0.15620555,-10.781410392318634,0.09132518,31,,,0,0,1.0044489,849.7888,17.653372,36.119896,18.701408,69.35265,16.553104,1.4358473,2.148304,,,,,,,NOT_AVAILABLE,166.86491089749154,-24.298340985313825,False,False,0,False,False,False,False,False,True,True,False,3914.9502,4.7835,-0.5075,464.4896,0.8931,0.4862
1565,64974922386545536,559566005,56.402711690054204,23.36701471841865,1.724402989297425,0.07899015,21.830608,8.010594470934347,0.10466251,0.09421033575633107,0.05983642,31,,,0,0,1.0345446,1294.0142,16.88163,67.20259,18.06398,221.98724,15.798713,1.3853238,2.2652674,,,,,,,NOT_AVAILABLE,166.8650782354978,-24.28966693393185,False,False,0,True,False,False,False,False,True,True,False,3600.372,4.073,-0.9515,501.1347,0.7021,0.3887
1566,64978255280948992,1467876787,56.557506853876355,23.402682197793922,0.9405025739988607,0.02847384,33.03041,0.7476580210763735,0.0357864,-5.4046038616542615,0.023302594,31,,,0,0,1.0325445,3370.1023,14.760454,747.8107,15.343961,903.8975,14.021609,1.2549928,1.3223515,-1.507876,9.934047,12,4.004294,,,NOT_AVAILABLE,166.95394200735905,-24.167633762437703,False,False,0,True,True,False,False,False,False,True,False,6381.466,4.153,-0.3164,998.3467,1.2895,0.701
1567,64979148634139008,974593665,56.699281168490685,23.43585813082738,1.48374356309198,0.02853298,52.001003,14.114971125331088,0.034387078,-4.939163904791712,0.024536569,31,,,0,0,1.0046215,3141.3303,15.189704,483.56354,15.859069,698.1981,14.3868265,1.2732775,1.4722424,,,,,,,NOT_AVAILABLE,167.03465277198734,-24.055391766937884,False,False,0,True,False,False,False,False,True,True,False,5660.2983,4.444,-0.3463,609.054,1.2256,0.6663
1568,64979286073095040,1485608774,56.65666156128344,23.434967939221142,1.2902552747230898,0.054375853,23.72846,-3.8847090660678125,0.06980924,-5.745612050694444,0.04425595,31,,,0,0,1.02984,1768.7566,16.440046,181.69754,17.218662,407.58362,15.580084,1.2834028,1.6385784,,,,,,,NOT_AVAILABLE,167.00370732843822,-24.08243923222796,False,False,0,True,False,False,False,False,True,True,False,4944.073,4.6664,-0.4289,626.4927,1.0532,0.5649
1569,64979389152305920,842397577,56.69542472140552,23.46555425618759,0.7985378621307079,0.053615402,14.893814,1.07916979418568,0.06433648,-13.148886889962327,0.047212824,31,,,0,0,0.9075911,1637.9434,16.51556,110.72258,17.202158,256.5921,15.703563,1.2745522,1.4985952,,,,,,,NOT_AVAILABLE,167.00984476192133,-24.035869509143836,False,False,0,True,False,False,False,False,True,True,False,5529.5356,4.5934,-0.8887,831.3978,1.2058,0.6603
1570,64979629670473088,296654645,56.75315653043723,23.470494279952398,1.3965892245600213,0.088453606,15.788945,3.8142875683626576,0.09721607,-10.110732411633705,0.07195281,31,,,0,0,1.0048709,946.8954,17.274172,65.42684,18.243044,164.28526,16.33442,1.297371,1.9086246,,,,,,,NOT_AVAILABLE,167.04895917371698,-23.99647064996195,False,False,0,True,False,False,False,False,True,True,False,4499.037,4.6686,0.2817,753.8787,0.9784,0.5185
1571,64979732749686016,392468121,56.75601002050891,23.494741451278703,7.386528543828836,0.01865727,395.90616,19.0718927796905,0.022934148,-45.023437835823266,0.015802365,31,,,0,0,0.9098149,1660.6732,11.273634,504.73755,11.696708,741.93604,10.691306,1.2108651,1.0054016,4.5173807,0.6626313,14,48.883865,1.3999621,0.05352877,VARIABLE,167.0331474016591,-23.97682172796679,False,False,0,True,True,True,True,False,True,True,False,5225.0713,4.5212,-0.0702,135.6571,0.0651,0.0346
1572,64980145066551296,86191543,56.654326786431064,23.470672843589462,0.7562721421097797,0.0354747,21.318636,15.222692985980602,0.042867392,0.22794235223049794,0.02893029,31,,,0,0,1.1049308,2788.4666,15.448494,210.54091,16.175205,664.66254,14.6072445,1.2848577,1.5679607,,,,,,,NOT_AVAILABLE,166.97559478984834,-24.05752785411806,False,False,0,True,False,False,False,False,True,True,False,5340.8877,4.1749,-1.0115,933.2856,1.2424,0.682
1573,64980278208557696,726226750,56.667776381106805,23.49753520641864,7.361204841283511,0.0162757,452.28192,16.022889853821308,0.019232221,-46.94145136941275,0.013513229,31,,,0,0,1.227622,494.57245,11.961676,134.69003,12.596969,177.13133,11.177523,1.2706808,1.419446,-1.4153668,6.987978,14,38.444603,18.29941,0.0,NOT_AVAILABLE,166.96572524277926,-24.029376219243975,False,False,0,True,True,True,False,False,True,True,False,5633.938,4.4957,-0.3675,135.2419,1.1031,0.5991
1574,64980351224980992,138724652,56.6334514956958,23.487019003314533,0.7817919468523555,0.07178523,10.890708,3.5375366494563925,0.086308524,-6.0373939599140884,0.06081069,31,,,0,0,1.1137094,1251.1874,17.012716,104.63286,17.727175,169.16953,16.17864,1.2830561,1.5485344,,,,,,,NOT_AVAILABLE,166.94803987939002,-24.058371380761585,False,False,0,True,False,False,False,False,True,True,False,4780.847,4.6905,-0.7339,772.5161,0.7806,0.4195
1575,64980385584721024,687517670,56.60623973237314,23.477506953616334,1.2488263766655459,0.04565105,27.355919,8.910865171124431,0.05114499,-2.245957081513107,0.034616854,31,,,0,0,1.0324848,2095.1277,15.911296,236.83955,16.63072,461.7889,15.076469,1.2819695,1.5542507,,,,,,,NOT_AVAILABLE,166.9348745536317,-24.082222928355712,False,False,0,True,False,False,False,False,True,True,False,5477.536,4.5503,-0.5135,653.358,1.2688,0.6908
1576,64980488663933184,1707831236,56.65615730190666,23.494189405554966,0.9370584083314383,0.090989105,10.298578,2.5149633295548774,0.108111024,-8.220291006372522,0.08167332,31,,,1,0,0.9836009,1022.5893,17.473186,60.8934,18.342026,156.70625,16.556461,1.3050563,1.7855644,,,,,,,NOT_AVAILABLE,166.95958264645964,-24.039033666281732,False,False,0,True,False,False,False,False,True,True,False,4140.868,4.3089,-0.9985,1115.5099,0.6053,0.3258
1577,64980832261312640,75202268,56.70879817515686,23.53208141913091,7.435614097188134,0.04823119,154.16609,20.87945193664808,0.056650817,-45.02175262335697,0.04124148,31,,,0,0,0.9718782,550.1891,16.288599,60.7551,17.955683,140.96382,15.026005,1.5028158,2.929678,,,,,,,NOT_AVAILABLE,166.9706045081504,-23.978499131206174,False,False,0,True,False,False,False,False,True,True,False,3314.319,4.807,0.0186,133.2099,0.6065,0.4075
1578,64980866621054592,192140020,56.675986705066634,23.51043655397701,1.6478646181280818,0.07635554,21.581467,9.73008243137293,0.083653726,-4.974882628196088,0.059166536,31,,,0,0,0.9832431,1156.0125,17.059076,58.84291,18.139338,176.77896,16.05083,1.3335335,2.0885067,,,,,,,NOT_AVAILABLE,166.96228241953588,-24.01477334723377,False,False,0,True,False,False,False,False,True,True,False,4399.2173,4.6566,0.0335,544.3204,1.2181,0.6536
