GaiaDR3 RA_ICRS DE_ICRS dpgeo b_dpgeo B_dpgeo Gmag e_Gmag BPmag e_BPmag RPmag e_RPmag Mass e_Mass logT e_logT logL e_logL logg e_logg Simbad x y z vx vy vz
69838131035001856 56.134124 25.136594 129.591 127.892 131.257 17.4249 0.0011 19.2993 0.0520 16.1266 0.0049 0.1930 0.0225 3.4686 0.0075 -2.2436 0.0649 4.8171 0.0317 Simbad 65.375777 97.414696 55.047370 0.0 0.0 0.0
69942515919994368 56.137882 25.752520 138.613 137.232 140.075 16.4593 0.0054 18.1926 0.0167 15.1949 0.0028 0.3186 0.0275 3.4988 0.0058 -1.9360 0.0655 4.8164 0.0213 Simbad 69.563630 103.669599 60.225254 0.0 0.0 0.0
65244749411766528 56.147631 24.001134 135.543 135.255 135.878 13.6797 0.0013 14.5717 0.0022 12.7498 0.0014 0.6073 0.0055 3.6014 0.0025 -1.1049 0.0136 4.6873 0.0072 Simbad 68.976545 102.832486 55.132755 0.0 0.0 0.0
65167577439502592 56.151263 23.502903 137.874 137.247 138.501 15.3813 0.0010 16.8313 0.0092 14.2123 0.0040 0.4428 0.0097 3.5285 0.0031 -1.6060 0.0279 4.7536 0.0151 Simbad 70.425110 105.006442 54.983532 0.0 0.0 0.0
69838302833692160 56.156055 25.137584 130.577 130.320 130.829 12.7919 0.0010 13.4893 0.0030 11.9868 0.0022 0.6997 0.0063 3.6460 0.0021 -0.8560 0.0119 4.6747 0.0021 Simbad 65.835079 98.180286 55.468240 0.0 0.0 0.0
65298208867376384 56.157474 24.427287 138.835 136.598 141.782 17.7707 0.0013 19.7605 0.0681 16.4412 0.0109 0.1751 0.0218 3.4620 0.0098 -2.3008 0.0820 4.8095 0.0336 Simbad 70.397852 104.990401 57.413564 0.0 0.0 0.0
65299965511216384 56.165153 24.528751 133.942 132.905 134.751 15.6619 0.0008 17.2010 0.0107 14.4538 0.0037 0.4061 0.0155 3.5183 0.0040 -1.7109 0.0419 4.7763 0.0175 Simbad 67.848500 101.217656 55.605996 0.0 0.0 0.0
63478654562505344 56.166019 20.911617 133.026 129.350 137.409 18.3724 0.0016 20.4869 0.1652 16.9840 0.0121 0.1695 0.0077 3.4507 0.0021 -2.3998 0.0291 4.7990 0.0255 Simbad 69.188671 103.220322 47.480626 0.0 0.0 0.0
69811948914407168 56.169922 24.818334 132.893 132.438 133.306 9.7155 0.0003 9.9872 0.0012 9.2815 0.0007 1.1990 0.0160 3.7981 0.0035 0.2464 0.0265 4.4162 0.0078 Simbad 67.152671 100.197638 55.780848 0.0 0.0 0.0
64770241424108032 56.174350 22.464346 131.852 131.539 132.215 10.5909 0.0004 10.9627 0.0027 10.0470 0.0019 1.0267 0.0105 3.7563 0.0024 -0.0963 0.0196 4.5212 0.0067 Simbad 67.828131 101.222397 50.381765 0.0 0.0 0.0
69945814454871680 56.179991 25.875322 131.411 131.088 131.735 11.4378 0.0023 11.8927 0.0016 10.7965 0.0010 0.8888 0.0101 3.7174 0.0027 -0.4026 0.0193 4.6076 0.0062 Simbad 65.808752 98.229715 57.349637 0.0 0.0 0.0
69917635172718720 56.183211 25.499090 138.519 138.165 138.785 11.8624 0.0016 12.3733 0.0044 11.1933 0.0032 0.8421 0.0091 3.7022 0.0025 -0.5104 0.0165 4.6309 0.0051 Simbad 69.581943 103.874409 59.631980 0.0 0.0 0.0
65275089060719104 56.183369 24.231003 133.249 132.779 133.665 11.1935 0.0006 11.6174 0.0024 10.6095 0.0020 0.9323 0.0121 3.7306 0.0032 -0.3038 0.0244 4.5824 0.0077 Simbad 67.624515 100.952893 54.687589 0.0 0.0 0.0
63378981257953152 56.186990 20.747795 135.807 135.494 136.181 8.6331 0.0003 8.8142 0.0010 8.3023 0.0007 1.5029 0.0179 3.8659 0.0037 0.7102 0.0217 4.3223 0.0039 Simbad 70.673374 105.518788 48.110318 0.0 0.0 0.0
65244646332548352 56.197314 24.010338 129.523 128.603 130.704 16.1306 0.0021 17.6924 0.0208 14.9008 0.0018 0.3476 0.0206 3.5049 0.0044 -1.8645 0.0502 4.8061 0.0196 Simbad 65.823079 98.315371 52.703097 0.0 0.0 0.0
65275020341243520 56.199427 24.214451 136.920 135.327 138.147 16.4603 0.0009 18.2168 0.0271 15.1967 0.0043 0.3144 0.0271 3.4979 0.0057 -1.9462 0.0644 4.8176 0.0214 Simbad 69.467521 103.767099 56.158158 0.0 0.0 0.0
65287458566524928 56.200992 24.289268 134.619 133.477 135.829 5.4413 0.0009 5.4198 0.0010 5.4410 0.0022 3.6316 0.1741 4.1187 0.0095 2.3663 0.0979 4.0597 0.0523 Simbad 68.257139 101.965116 55.374671 0.0 0.0 0.0
69814388455816960 56.209174 24.910910 133.308 133.012 133.523 12.9856 0.0013 13.7185 0.0035 12.1559 0.0018 0.6815 0.0060 3.6377 0.0022 -0.9028 0.0118 4.6776 0.0028 Simbad 67.243130 100.481388 56.150465 0.0 0.0 0.0
64879402312818944 56.213581 23.268724 134.595 134.248 134.966 8.8861 0.0002 9.0843 0.0004 8.5364 0.0003 1.4181 0.0177 3.8477 0.0038 0.5967 0.0234 4.3380 0.0049 Simbad 68.760113 102.765316 53.170960 0.0 0.0 0.0
69837134602589952 56.214730 25.087775 138.971 137.355 140.736 16.9763 0.0012 18.8714 0.0239 15.6921 0.0038 0.2510 0.0291 3.4842 0.0069 -2.0970 0.0692 4.8264 0.0255 Simbad 69.988682 104.606010 58.924562 0.0 0.0 0.0
63585036608738048 56.220364 21.571014 127.345 126.477 128.337 16.5487 0.0012 18.4586 0.0195 15.2397 0.0023 0.2759 0.0197 3.4898 0.0045 -2.0379 0.0455 4.8250 0.0232 Simbad 65.844933 98.433649 46.818916 0.0 0.0 0.0
70234882933734400 56.221037 26.141797 127.395 127.196 127.743 12.1302 0.0005 12.6963 0.0040 11.4180 0.0028 0.7791 0.0081 3.6792 0.0024 -0.6596 0.0144 4.6555 0.0033 Simbad 63.584907 95.057482 56.129491 0.0 0.0 0.0
65267388182879104 56.221816 24.018345 131.591 129.816 133.480 17.1340 0.0011 18.8384 0.0641 15.8608 0.0047 0.2317 0.0315 3.4795 0.0081 -2.1436 0.0769 4.8253 0.0276 Simbad 66.827151 99.907476 53.561371 0.0 0.0 0.0
65298483745290368 56.225480 24.446168 129.216 127.637 130.340 16.6878 0.0009 18.3430 0.0322 15.4196 0.0071 0.2781 0.0261 3.4903 0.0057 -2.0328 0.0612 4.8248 0.0233 Simbad 65.394607 97.779334 53.474507 0.0 0.0 0.0
65295430026352512 56.235078 24.432405 134.539 134.222 134.933 10.2750 0.0004 10.6066 0.0023 9.7747 0.0015 1.0914 0.0116 3.7725 0.0025 0.0388 0.0206 4.4786 0.0067 Simbad 68.078885 101.829831 55.647944 0.0 0.0 0.0
65170016980919808 56.236298 23.606382 132.661 131.267 133.877 16.1719 0.0018 17.8045 0.0161 14.9347 0.0032 0.3458 0.0246 3.5045 0.0052 -1.8691 0.0605 4.8069 0.0204 Simbad 67.559106 101.057023 53.124242 0.0 0.0 0.0
65267078945207296 56.239005 23.992179 132.310 131.624 133.083 15.7175 0.0007 17.2195 0.0102 14.5085 0.0014 0.3991 0.0129 3.5165 0.0032 -1.7301 0.0340 4.7804 0.0169 Simbad 67.175806 100.493945 53.798825 0.0 0.0 0.0
65163110673516928 56.241819 23.408471 133.959 132.650 135.032 16.3231 0.0007 18.0176 0.0203 15.0665 0.0051 0.3278 0.0231 3.5007 0.0049 -1.9136 0.0553 4.8135 0.0205 Simbad 68.312857 102.205820 53.219710 0.0 0.0 0.0
64745841713292160 56.243305 22.191555 139.731 135.090 143.755 18.1499 0.0019 20.2454 0.0624 16.7783 0.0070 0.1646 0.0104 3.4530 0.0106 -2.3781 0.0973 4.8001 0.0311 Simbad 71.892583 107.567642 52.777003 0.0 0.0 0.0
65196405259884544 56.244220 23.927877 136.430 135.661 137.277 16.0960 0.0009 17.7172 0.0200 14.8564 0.0025 0.3612 0.0150 3.5078 0.0033 -1.8302 0.0369 4.8002 0.0183 Simbad 69.292708 103.681223 55.334145 0.0 0.0 0.0
64739248940235392 56.245600 22.032258 139.519 139.177 139.862 9.3620 0.0002 9.6123 0.0003 8.9482 0.0003 1.3051 0.0147 3.8225 0.0031 0.4275 0.0210 4.3703 0.0057 Simbad 71.860331 107.528709 52.337559 0.0 0.0 0.0
65161976802151680 56.245746 23.388729 131.753 131.431 132.054 13.3746 0.0007 14.2036 0.0076 12.4812 0.0045 0.6337 0.0059 3.6146 0.0026 -1.0309 0.0139 4.6838 0.0055 Simbad 67.191030 100.542322 52.301641 0.0 0.0 0.0
69807963184755840 56.254819 24.777908 132.790 131.844 133.801 16.5270 0.0009 18.2522 0.0214 15.2624 0.0024 0.3001 0.0196 3.4950 0.0042 -1.9805 0.0455 4.8211 0.0215 Simbad 66.974023 100.251961 55.652556 0.0 0.0 0.0
69911867033651200 56.255127 25.351428 135.406 133.766 136.688 17.1406 0.0013 18.9875 0.0206 15.8698 0.0036 0.2307 0.0246 3.4793 0.0064 -2.1459 0.0601 4.8252 0.0275 Simbad 67.973923 101.749874 57.976679 0.0 0.0 0.0
69834282744302208 56.262099 25.088652 134.464 132.899 136.006 16.9738 0.0012 18.8478 0.0280 15.6755 0.0039 0.2439 0.0272 3.4825 0.0066 -2.1139 0.0651 4.8262 0.0262 Simbad 67.634683 101.268743 57.015435 0.0 0.0 0.0
65194584193758336 56.263752 23.839209 133.832 133.502 134.086 11.6841 0.0008 12.1600 0.0018 11.0486 0.0013 0.8590 0.0088 3.7078 0.0023 -0.4713 0.0155 4.6230 0.0053 Simbad 67.985085 101.799755 54.091058 0.0 0.0 0.0
69840879814047872 56.266813 25.257647 133.934 133.592 134.222 10.5468 0.0007 10.9037 0.0015 10.0231 0.0010 1.0410 0.0101 3.7600 0.0022 -0.0659 0.0182 4.5117 0.0062 Simbad 67.266484 100.735387 57.148227 0.0 0.0 0.0
70334384440377472 56.267615 26.678936 136.361 134.700 138.271 16.7432 0.0012 18.5109 0.0193 15.4639 0.0038 0.2791 0.0330 3.4905 0.0072 -2.0304 0.0775 4.8247 0.0234 Simbad 67.661486 101.329996 61.224795 0.0 0.0 0.0
65189739470654464 56.270895 23.768292 132.452 131.087 133.756 17.1092 0.0013 19.1583 0.0298 15.7648 0.0038 0.2162 0.0217 3.4755 0.0061 -2.1818 0.0554 4.8231 0.0290 Simbad 67.308238 100.813467 53.383305 0.0 0.0 0.0
65188090203295744 56.272110 23.702466 133.246 132.938 133.582 8.8883 0.0003 9.0825 0.0005 8.5459 0.0003 1.4120 0.0163 3.8464 0.0034 0.5880 0.0213 4.3393 0.0047 Simbad 67.743792 101.470493 53.563186 0.0 0.0 0.0
69918086146123520 56.272246 25.486232 135.803 135.214 136.412 15.0649 0.0015 16.3843 0.0058 13.9322 0.0021 0.4726 0.0090 3.5385 0.0033 -1.5161 0.0268 4.7350 0.0141 Simbad 68.066568 101.954490 58.435240 0.0 0.0 0.0
69806039039416832 56.277407 24.678409 131.562 129.772 133.561 17.6223 0.0010 19.6730 0.0758 16.2684 0.0092 0.1745 0.0208 3.4617 0.0095 -2.3033 0.0799 4.8091 0.0335 Simbad 66.368566 99.430506 54.930381 0.0 0.0 0.0
70242785673539712 56.284294 26.292312 135.085 134.624 135.572 11.2254 0.0014 11.6477 0.0039 10.6383 0.0027 0.9319 0.0127 3.7305 0.0034 -0.3047 0.0260 4.5826 0.0081 Simbad 67.224773 100.739461 59.836025 0.0 0.0 0.0
65162492198224768 56.285083 23.416769 132.778 130.461 135.195 17.7804 0.0012 19.6958 0.1068 16.4528 0.0058 0.1718 0.0251 3.4604 0.0127 -2.3140 0.1066 4.8076 0.0349 Simbad 67.629846 101.349504 52.768165 0.0 0.0 0.0
64797523056344064 56.286275 22.641631 132.854 131.688 134.037 16.4534 0.0009 18.1961 0.0183 15.1903 0.0031 0.3081 0.0234 3.4966 0.0050 -1.9613 0.0550 4.8192 0.0213 Simbad 68.056709 101.993792 51.144278 0.0 0.0 0.0
69918979499309952 56.287727 25.546814 132.720 131.687 133.706 16.7268 0.0008 18.4712 0.0181 15.4620 0.0032 0.2761 0.0196 3.4898 0.0044 -2.0375 0.0457 4.8250 0.0233 Simbad 66.460848 99.607609 57.235291 0.0 0.0 0.0
69812945346809600 56.290683 24.839057 137.859 137.044 138.913 5.6404 0.0006 5.6004 0.0012 5.6808 0.0016 3.5048 0.1394 4.1131 0.0087 2.2911 0.0789 4.0969 0.0379 Simbad 69.431204 104.071032 57.910537 0.0 0.0 0.0
64871740091177600 56.295125 23.049309 135.503 134.532 136.619 16.2957 0.0012 18.0214 0.0164 15.0424 0.0070 0.3327 0.0202 3.5018 0.0043 -1.9016 0.0483 4.8118 0.0200 Simbad 69.189916 103.726782 53.052567 0.0 0.0 0.0
63502745034164736 56.298068 21.241338 136.508 132.532 140.449 18.7548 0.0021 20.9747 0.1099 17.3435 0.0097 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 70.598648 105.850474 49.456455 0.0 0.0 0.0
66802276352348416 56.300038 24.585989 132.128 131.669 132.499 13.4000 0.0014 14.2169 0.0084 12.5123 0.0055 0.6324 0.0074 3.6140 0.0034 -1.0344 0.0187 4.6840 0.0056 Simbad 66.663937 99.958501 54.972972 0.0 0.0 0.0
65297594689312768 56.300399 24.504891 127.089 126.186 127.768 15.6649 0.0008 17.1600 0.0150 14.4562 0.0039 0.3958 0.0145 3.5157 0.0036 -1.7389 0.0382 4.7823 0.0174 Simbad 64.162408 96.208924 52.712820 0.0 0.0 0.0
64974338270788864 56.300687 23.364567 134.513 133.553 135.446 16.1149 0.0020 17.7434 0.0128 14.8776 0.0043 0.3556 0.0178 3.5066 0.0039 -1.8445 0.0437 4.8028 0.0190 Simbad 68.512590 102.732964 53.345200 0.0 0.0 0.0
64798038452412928 56.301887 22.697307 136.519 135.434 137.431 16.1742 0.0011 17.7959 0.0125 14.9365 0.0059 0.3528 0.0184 3.5060 0.0040 -1.8514 0.0452 4.8039 0.0191 Simbad 69.877235 104.783970 52.677586 0.0 0.0 0.0
65280552259109760 56.304847 24.256409 127.044 125.293 129.005 17.1974 0.0010 19.0350 0.0360 15.9123 0.0047 0.2112 0.0300 3.4741 0.0086 -2.1948 0.0776 4.8221 0.0299 Simbad 64.258401 96.369067 52.192322 0.0 0.0 0.0
69834759483788928 56.306466 25.087561 132.934 132.612 133.245 12.7773 0.0015 13.4461 0.0055 11.9817 0.0035 0.7071 0.0073 3.6493 0.0026 -0.8372 0.0147 4.6734 0.0020 Simbad 66.788152 100.169097 56.364392 0.0 0.0 0.0
70286319462343808 56.308088 26.588214 139.895 139.563 140.191 11.7473 0.0009 12.2223 0.0037 11.1109 0.0033 0.8636 0.0090 3.7093 0.0024 -0.4607 0.0161 4.6207 0.0054 Simbad 69.396675 104.087752 62.613527 0.0 0.0 0.0
65270450496044416 56.317298 24.120995 131.901 131.310 132.559 15.1788 0.0010 16.5065 0.0084 14.0330 0.0031 0.4566 0.0097 3.5329 0.0033 -1.5650 0.0286 4.7449 0.0148 Simbad 66.764150 100.174124 53.903313 0.0 0.0 0.0
65168844452782208 56.318457 23.566974 140.757 137.907 143.492 17.8201 0.0014 19.8585 0.0705 16.4852 0.0083 0.1727 0.0209 3.4608 0.0102 -2.3102 0.0854 4.8081 0.0338 Simbad 71.549746 107.359223 56.277573 0.0 0.0 0.0
66802207632871808 56.319465 24.575481 129.404 128.816 129.983 15.0822 0.0008 16.4663 0.0109 13.9204 0.0038 0.4593 0.0093 3.5339 0.0032 -1.5567 0.0273 4.7432 0.0145 Simbad 65.261846 97.928067 53.818047 0.0 0.0 0.0
69834866859848192 56.325703 25.099341 133.618 133.246 133.913 13.5700 0.0024 14.4367 0.0084 12.6555 0.0051 0.6159 0.0062 3.6057 0.0029 -1.0804 0.0157 4.6861 0.0066 Simbad 67.091531 100.697339 56.679285 0.0 0.0 0.0
65297251091930624 56.333273 24.473331 135.049 133.332 136.706 16.5195 0.0012 18.2641 0.0235 15.2238 0.0029 0.3030 0.0323 3.4956 0.0068 -1.9736 0.0764 4.8205 0.0222 Simbad 68.139534 102.299570 55.946700 0.0 0.0 0.0
70230652389756928 56.339019 26.090269 133.739 130.845 136.500 18.2111 0.0041 20.4041 0.0781 16.8205 0.0072 0.1687 0.0120 3.4508 0.0033 -2.3985 0.0351 4.7992 0.0261 Simbad 66.575018 99.972452 58.816625 0.0 0.0 0.0
66798977817468288 56.340392 24.543506 135.507 134.400 136.856 16.2091 0.0013 17.7743 0.0139 14.9759 0.0041 0.3495 0.0225 3.5053 0.0048 -1.8597 0.0554 4.8053 0.0200 Simbad 68.319710 102.597700 56.287452 0.0 0.0 0.0
65164171528305792 56.342542 23.471510 136.559 136.275 136.870 12.1906 0.0009 12.7718 0.0047 11.4648 0.0038 0.7897 0.0084 3.6833 0.0024 -0.6342 0.0150 4.6520 0.0037 Simbad 69.422347 104.262042 54.390498 0.0 0.0 0.0
69819027020489088 56.350630 24.885779 134.806 134.486 135.088 9.5705 0.0002 9.8324 0.0009 9.1479 0.0006 1.2377 0.0126 3.8071 0.0026 0.3152 0.0186 4.3975 0.0056 Simbad 67.761474 101.798805 56.727803 0.0 0.0 0.0
65282098447322752 56.353360 24.345770 142.390 140.951 143.916 16.2119 0.0012 17.8103 0.0273 14.9677 0.0031 0.3593 0.0251 3.5074 0.0055 -1.8349 0.0630 4.8011 0.0205 Simbad 71.878236 107.994617 58.699179 0.0 0.0 0.0
64768763955442944 56.360733 22.525409 135.704 134.801 136.643 16.0994 0.0010 17.6611 0.0158 14.8739 0.0051 0.3623 0.0169 3.5081 0.0037 -1.8273 0.0419 4.7997 0.0186 Simbad 69.439778 104.360029 51.987265 0.0 0.0 0.0
65175480179315840 56.364696 23.632341 131.414 129.944 132.917 17.2975 0.0048 19.0973 0.0468 16.0034 0.0051 0.2099 0.0237 3.4737 0.0069 -2.1980 0.0617 4.8218 0.0298 Simbad 66.686343 100.236963 52.679434 0.0 0.0 0.0
65190220507070208 56.373319 23.760302 134.744 134.383 135.059 12.8558 0.0008 13.5816 0.0017 12.0294 0.0013 0.6980 0.0072 3.6452 0.0027 -0.8603 0.0149 4.6750 0.0022 Simbad 68.293717 102.686533 54.289876 0.0 0.0 0.0
65281239453865856 56.376030 24.312445 135.440 134.935 136.046 14.6073 0.0010 15.8101 0.0102 13.5220 0.0032 0.5147 0.0080 3.5557 0.0034 -1.3850 0.0236 4.7126 0.0124 Simbad 68.347211 102.777512 55.762316 0.0 0.0 0.0
63502259702709888 56.383383 21.246480 128.568 128.038 129.106 7.7283 0.0003 7.8047 0.0007 7.5626 0.0004 1.8293 0.0426 3.9298 0.0079 1.0736 0.0418 4.2979 0.0049 Simbad 66.341435 99.789086 46.590570 0.0 0.0 0.0
65281166437426176 56.387342 24.303034 132.333 132.041 132.628 12.9895 0.0011 13.7372 0.0116 12.1449 0.0070 0.6782 0.0067 3.6361 0.0026 -0.9114 0.0144 4.6781 0.0030 Simbad 66.764443 100.440418 54.463313 0.0 0.0 0.0
64874454510493440 56.391676 23.185011 134.650 132.879 136.382 17.1109 0.0012 19.0462 0.0363 15.8040 0.0044 0.2266 0.0289 3.4782 0.0076 -2.1560 0.0714 4.8247 0.0280 Simbad 68.511260 103.085241 53.011897 0.0 0.0 0.0
65296357738731008 56.393686 24.463107 135.403 134.615 136.030 8.5500 0.0003 8.7270 0.0005 8.2289 0.0002 1.5283 0.0360 3.8713 0.0075 0.7424 0.0445 4.3187 0.0056 Simbad 68.215501 102.648040 56.071361 0.0 0.0 0.0
65222759179728640 56.397582 24.083011 136.289 135.874 136.727 9.9847 0.0006 10.3130 0.0015 9.4869 0.0012 1.1511 0.0147 3.7869 0.0032 0.1568 0.0254 4.4422 0.0079 Simbad 68.860535 103.633948 55.614059 0.0 0.0 0.0
65216363971331072 56.412531 23.950118 130.750 129.125 132.558 17.4208 0.0012 19.2512 0.0564 16.0819 0.0064 0.1950 0.0234 3.4693 0.0077 -2.2379 0.0664 4.8177 0.0315 Simbad 66.104273 99.542154 53.076806 0.0 0.0 0.0
69860293066219136 56.412758 25.224209 136.426 135.816 136.871 14.2562 0.0008 15.3395 0.0085 13.2183 0.0046 0.5495 0.0075 3.5721 0.0035 -1.2766 0.0216 4.6995 0.0106 Simbad 68.275242 102.812160 58.139516 0.0 0.0 0.0
63989691247627776 56.413086 22.072942 130.974 129.257 132.744 17.3064 0.0011 19.2853 0.0281 15.9995 0.0062 0.2004 0.0254 3.4709 0.0079 -2.2232 0.0694 4.8194 0.0310 Simbad 67.144485 101.110668 49.218283 0.0 0.0 0.0
65269935099961600 56.413782 24.138866 136.879 135.489 138.635 17.1697 0.0010 18.9521 0.0306 15.8724 0.0047 0.2319 0.0261 3.4796 0.0067 -2.1429 0.0637 4.8254 0.0274 Simbad 69.099047 104.056721 55.976608 0.0 0.0 0.0
64798691287540224 56.416336 22.694265 136.445 135.896 137.094 7.8001 0.0004 7.8782 0.0005 7.6266 0.0011 1.8544 0.0446 3.9343 0.0081 1.0981 0.0431 4.2972 0.0051 Simbad 69.631577 104.868805 52.642353 0.0 0.0 0.0
65284469269256704 56.424497 24.431317 135.038 134.603 135.328 11.0907 0.0013 11.5083 0.0014 10.5047 0.0010 0.9524 0.0105 3.7363 0.0026 -0.2587 0.0203 4.5699 0.0069 Simbad 67.993701 102.433736 55.852003 0.0 0.0 0.0
64974574492213248 56.428702 23.336589 132.608 131.075 134.520 17.3637 0.0012 19.3085 0.0423 16.0610 0.0042 0.1993 0.0245 3.4706 0.0077 -2.2262 0.0674 4.8191 0.0310 Simbad 67.330042 101.450080 52.530265 0.0 0.0 0.0
70042743277270016 56.429965 26.040586 136.072 135.008 137.094 16.2069 0.0018 17.8712 0.0105 14.9650 0.0029 0.3467 0.0195 3.5047 0.0042 -1.8670 0.0476 4.8065 0.0195 Simbad 67.603513 101.867009 59.736659 0.0 0.0 0.0
65222518661019520 56.433739 24.073924 135.707 135.348 136.069 13.6911 0.0005 14.5906 0.0045 12.7608 0.0025 0.6063 0.0059 3.6008 0.0027 -1.1079 0.0151 4.6875 0.0072 Simbad 68.506198 103.241961 55.356918 0.0 0.0 0.0
64956127609464320 56.453495 23.146943 134.304 133.475 135.105 6.8952 0.0003 6.8929 0.0007 6.8683 0.0006 2.4031 0.0936 4.0176 0.0124 1.5618 0.0707 4.2780 0.0117 Simbad 68.243637 102.923283 52.793641 0.0 0.0 0.0
65214409762926720 56.454022 23.852686 133.172 132.881 133.480 13.5667 0.0007 14.4310 0.0024 12.6509 0.0016 0.6156 0.0054 3.6055 0.0024 -1.0814 0.0131 4.6861 0.0066 Simbad 67.306047 101.511261 53.852954 0.0 0.0 0.0
65284228751087872 56.455771 24.418506 136.809 135.820 137.783 15.5039 0.0007 16.9628 0.0143 14.3187 0.0033 0.4291 0.0151 3.5245 0.0044 -1.6459 0.0429 4.7622 0.0171 Simbad 68.835767 103.825273 56.556645 0.0 0.0 0.0
65214856439472640 56.460442 23.873754 137.815 137.577 138.069 13.1341 0.0013 13.9330 0.0036 12.2556 0.0026 0.6690 0.0055 3.6318 0.0020 -0.9356 0.0110 4.6793 0.0034 Simbad 69.629555 105.041140 55.776866 0.0 0.0 0.0
65221487868870784 56.465245 24.038676 136.243 135.631 136.774 7.8336 0.0004 7.9206 0.0006 7.6548 0.0006 1.8354 0.0422 3.9309 0.0078 1.0796 0.0413 4.2977 0.0049 Simbad 68.738643 103.716014 55.499023 0.0 0.0 0.0
69859124835119360 56.466540 25.166989 134.947 133.323 136.555 16.8310 0.0008 18.6740 0.0266 15.5497 0.0031 0.2628 0.0295 3.4869 0.0067 -2.0691 0.0696 4.8261 0.0245 Simbad 67.471276 101.808749 57.387281 0.0 0.0 0.0
64982344089813248 56.469884 23.464874 137.178 135.952 138.237 16.2745 0.0012 17.9674 0.0147 15.0307 0.0066 0.3398 0.0213 3.5033 0.0045 -1.8839 0.0517 4.8092 0.0199 Simbad 69.507568 104.894645 54.622463 0.0 0.0 0.0
66798496781121792 56.477085 24.554305 136.361 134.369 137.851 5.7520 0.0006 5.7293 0.0016 5.7523 0.0027 3.3825 0.2488 4.1067 0.0150 2.2173 0.1493 4.1294 0.0625 Simbad 68.497866 103.399113 56.665563 0.0 0.0 0.0
64857721317916032 56.487452 23.024582 134.598 132.932 136.263 16.5046 0.0008 18.2505 0.0169 15.2380 0.0030 0.3051 0.0319 3.4960 0.0068 -1.9685 0.0757 4.8200 0.0221 Simbad 68.394115 103.283084 52.644783 0.0 0.0 0.0
65228772133391488 56.491372 24.144544 131.771 128.861 134.341 17.9169 0.0013 19.9078 0.0736 16.5782 0.0072 0.1654 0.0099 3.4562 0.0091 -2.3498 0.0778 4.8027 0.0323 Simbad 66.381769 100.259106 53.899610 0.0 0.0 0.0
70241033326866944 56.495104 26.333692 134.886 132.349 137.712 17.5515 0.0013 19.6593 0.0555 16.1671 0.0042 0.1791 0.0270 3.4636 0.0109 -2.2867 0.0923 4.8114 0.0340 Simbad 66.731341 100.801342 59.835198 0.0 0.0 0.0
69872044096705664 56.496515 25.398390 134.282 133.781 134.862 8.0167 0.0003 8.1081 0.0006 7.8309 0.0005 1.7411 0.0352 3.9136 0.0068 0.9844 0.0365 4.3013 0.0040 Simbad 66.957923 101.149018 57.594858 0.0 0.0 0.0
66786505232432512 56.512180 24.527697 134.026 133.350 134.650 6.4253 0.0004 6.4091 0.0009 6.4260 0.0006 2.7650 0.0877 4.0586 0.0095 1.8209 0.0591 4.2446 0.0154 Simbad 67.276937 101.691327 55.638626 0.0 0.0 0.0
69873418486230272 56.516010 25.452796 135.836 135.534 136.098 13.8111 0.0019 14.7341 0.0031 12.8621 0.0017 0.5944 0.0053 3.5948 0.0023 -1.1421 0.0133 4.6893 0.0080 Simbad 67.667434 102.296435 58.377876 0.0 0.0 0.0
64981137202021376 56.517285 23.405320 135.721 135.420 136.001 12.3976 0.0019 13.0167 0.0096 11.6346 0.0074 0.7589 0.0081 3.6713 0.0025 -0.7085 0.0152 4.6616 0.0027 Simbad 68.714382 103.884185 53.912871 0.0 0.0 0.0
65216643145862144 56.517999 23.927842 141.453 140.598 142.637 15.7324 0.0011 17.2367 0.0195 14.5205 0.0028 0.4118 0.0159 3.5198 0.0042 -1.6949 0.0435 4.7729 0.0175 Simbad 71.329428 107.840601 57.371330 0.0 0.0 0.0
65229184450247296 56.519106 24.165369 132.137 130.683 133.897 17.2912 0.0012 19.2006 0.0348 15.9895 0.0032 0.2066 0.0244 3.4728 0.0073 -2.2067 0.0647 4.8210 0.0302 Simbad 66.506631 100.553396 54.093139 0.0 0.0 0.0
64856312568645248 56.521956 22.981419 130.804 130.495 131.102 13.4140 0.0021 14.2699 0.0029 12.5023 0.0024 0.6268 0.0060 3.6111 0.0027 -1.0501 0.0147 4.6847 0.0059 Simbad 66.427028 100.443899 51.070145 0.0 0.0 0.0
66800180408292992 56.523586 24.612159 135.255 134.490 135.909 15.0648 0.0009 16.3822 0.0101 13.9206 0.0044 0.4716 0.0103 3.5382 0.0038 -1.5192 0.0311 4.7357 0.0145 Simbad 67.827699 102.568187 56.330157 0.0 0.0 0.0
66800244832257280 56.523814 24.613683 135.029 133.399 136.974 17.2244 0.0013 19.0274 0.0471 15.9061 0.0073 0.2214 0.0288 3.4769 0.0078 -2.1688 0.0720 4.8240 0.0286 Simbad 67.713133 102.395827 56.239300 0.0 0.0 0.0
66799763794633856 56.527189 24.567222 135.565 135.270 135.837 12.4143 0.0009 13.0135 0.0050 11.6746 0.0034 0.7583 0.0077 3.6710 0.0023 -0.7100 0.0136 4.6617 0.0026 Simbad 68.001093 102.844448 56.362582 0.0 0.0 0.0
