GaiaDR3 RA_ICRS DE_ICRS dpgeo b_dpgeo B_dpgeo Gmag e_Gmag BPmag e_BPmag RPmag e_RPmag Mass e_Mass logT e_logT logL e_logL logg e_logg Simbad x y z vx vy vz
70271854012150912 56.598958 26.572940 132.178 131.091 133.242 16.8460 0.0008 18.6562 0.0230 15.5563 0.0037 0.2573 0.0202 3.4856 0.0048 -2.0820 0.0477 4.8263 0.0248 Simbad 65.077124 98.690734 59.128073 0.0 0.0 0.0
66786539592171392 56.602740 24.479399 135.735 134.496 136.944 16.4712 0.0013 18.1100 0.0172 15.2165 0.0038 0.3164 0.0234 3.4984 0.0049 -1.9415 0.0555 4.8170 0.0210 Simbad 67.998059 103.135201 56.243974 0.0 0.0 0.0
66783584654831872 56.612613 24.453742 137.562 136.902 138.273 15.8970 0.0008 17.4731 0.0147 14.6692 0.0049 0.3862 0.0123 3.5134 0.0029 -1.7649 0.0312 4.7877 0.0170 Simbad 68.909342 104.556579 56.944950 0.0 0.0 0.0
65231486552803328 56.613760 24.254800 135.561 135.040 136.044 7.3528 0.0004 7.3912 0.0014 7.2568 0.0004 2.1037 0.0483 3.9755 0.0079 1.3230 0.0411 4.2909 0.0079 Simbad 68.011727 103.199119 55.687815 0.0 0.0 0.0
69847610026687104 56.614070 25.135331 133.944 133.666 134.381 10.4020 0.0009 10.7370 0.0024 9.9000 0.0017 1.0672 0.0114 3.7666 0.0025 -0.0107 0.0208 4.4943 0.0069 Simbad 66.726679 101.250414 56.893753 0.0 0.0 0.0
65200283613608704 56.615463 23.812492 133.794 132.051 135.627 17.1620 0.0009 19.1588 0.0521 15.7883 0.0031 0.2143 0.0281 3.4749 0.0079 -2.1868 0.0720 4.8227 0.0295 Simbad 67.353653 102.207187 54.018631 0.0 0.0 0.0
66781832308018176 56.618484 24.433739 135.000 134.603 135.434 10.8731 0.0007 11.2636 0.0047 10.3029 0.0038 0.9877 0.0118 3.7461 0.0029 -0.1806 0.0233 4.5471 0.0077 Simbad 67.626169 102.632499 55.841484 0.0 0.0 0.0
66808220587759104 56.619371 24.758790 136.167 135.544 136.810 13.7024 0.0015 14.6057 0.0036 12.7581 0.0021 0.6053 0.0095 3.6003 0.0046 -1.1108 0.0260 4.6876 0.0074 Simbad 68.032254 103.252272 57.026614 0.0 0.0 0.0
64950488315122560 56.629308 23.026152 143.257 140.118 147.124 17.9917 0.0013 19.9234 0.0770 16.6306 0.0093 0.1689 0.0196 3.4588 0.0117 -2.3275 0.0980 4.8056 0.0343 Simbad 72.520833 110.106128 56.035155 0.0 0.0 0.0
63999999169130112 56.630577 22.305310 133.418 131.783 134.793 16.6159 0.0010 18.5324 0.0246 15.2993 0.0031 0.2792 0.0297 3.4905 0.0065 -2.0301 0.0694 4.8246 0.0232 Simbad 67.893552 103.085641 50.637721 0.0 0.0 0.0
64964717544035200 56.637062 23.305131 133.651 133.321 134.067 14.0187 0.0018 15.0276 0.0092 13.0165 0.0056 0.5690 0.0061 3.5818 0.0028 -1.2176 0.0164 4.6943 0.0095 Simbad 67.503308 102.518376 52.876045 0.0 0.0 0.0
64808483812941440 56.645076 22.935281 136.841 136.446 137.272 14.0118 0.0010 14.9989 0.0036 13.0235 0.0020 0.5750 0.0064 3.5849 0.0029 -1.1994 0.0172 4.6930 0.0092 Simbad 69.290509 105.264680 53.325723 0.0 0.0 0.0
64977705525131904 56.647305 23.411531 137.579 137.285 137.926 14.0812 0.0006 15.1080 0.0045 13.0745 0.0025 0.5682 0.0053 3.5814 0.0023 -1.2199 0.0137 4.6945 0.0096 Simbad 69.412666 105.459192 54.664618 0.0 0.0 0.0
65211145587780992 56.649726 23.966825 137.464 137.108 137.830 13.7362 0.0020 14.6430 0.0079 12.7896 0.0044 0.6039 0.0061 3.5996 0.0028 -1.1147 0.0157 4.6878 0.0074 Simbad 69.055932 104.926856 55.838926 0.0 0.0 0.0
64951111087777536 56.650363 23.071293 126.575 125.773 127.271 15.9228 0.0007 17.5689 0.0133 14.6890 0.0023 0.3616 0.0150 3.5079 0.0033 -1.8292 0.0368 4.8001 0.0183 Simbad 64.018701 97.275404 49.601730 0.0 0.0 0.0
66808869124393600 56.657483 24.747478 130.379 130.132 130.637 11.5874 0.0005 12.0581 0.0018 10.9559 0.0015 0.8649 0.0083 3.7098 0.0021 -0.4577 0.0139 4.6201 0.0051 Simbad 65.080576 98.915671 54.579225 0.0 0.0 0.0
64808204638390912 56.660064 22.919584 139.177 138.777 139.533 9.3063 0.0003 9.5547 0.0005 8.8973 0.0006 1.3180 0.0162 3.8255 0.0034 0.4479 0.0233 4.3658 0.0060 Simbad 70.453515 107.092483 54.200924 0.0 0.0 0.0
66838452861270272 56.661659 24.959437 134.421 134.076 134.785 10.1081 0.0004 10.4245 0.0021 9.6222 0.0015 1.1226 0.0122 3.7801 0.0026 0.1014 0.0211 4.4591 0.0067 Simbad 66.975905 101.812533 56.722509 0.0 0.0 0.0
66787119410915072 56.662143 24.520108 134.504 134.272 134.720 12.8688 0.0006 13.5712 0.0021 12.0585 0.0013 0.6979 0.0057 3.6452 0.0018 -0.8605 0.0100 4.6750 0.0021 Simbad 67.253599 102.236547 55.820850 0.0 0.0 0.0
65225611037551360 56.663990 24.102995 135.265 134.884 135.602 9.1995 0.0002 9.4314 0.0004 8.8088 0.0003 1.3311 0.0161 3.8284 0.0034 0.4685 0.0228 4.3615 0.0058 Simbad 67.853587 103.155870 55.239274 0.0 0.0 0.0
65223618172733952 56.664209 24.029480 136.109 135.736 136.367 11.9571 0.0014 12.4801 0.0028 11.2789 0.0018 0.8234 0.0091 3.6956 0.0025 -0.5544 0.0165 4.6391 0.0047 Simbad 68.315703 103.859277 55.424484 0.0 0.0 0.0
64952829074688896 56.666747 23.110124 134.847 134.471 135.227 9.2956 0.0002 9.5361 0.0003 8.8944 0.0003 1.3043 0.0164 3.8224 0.0035 0.4261 0.0240 4.3706 0.0062 Simbad 68.153156 103.622156 52.927399 0.0 0.0 0.0
70019378655328768 56.667844 25.731356 136.132 135.404 136.950 15.8232 0.0008 17.3560 0.0126 14.6206 0.0019 0.3938 0.0134 3.5153 0.0033 -1.7444 0.0350 4.7834 0.0172 Simbad 67.385881 102.459840 59.102002 0.0 0.0 0.0
64804360644343424 56.668434 22.844185 132.368 130.858 134.188 17.2844 0.0011 19.1314 0.0383 15.9773 0.0086 0.2100 0.0258 3.4738 0.0075 -2.1978 0.0671 4.8218 0.0298 Simbad 67.029030 101.919537 51.388749 0.0 0.0 0.0
64024081049308800 56.669225 22.367527 133.479 131.152 136.167 17.7956 0.0013 19.9022 0.0685 16.4324 0.0056 0.1672 0.0130 3.4577 0.0088 -2.3368 0.0749 4.8044 0.0327 Simbad 67.824746 103.132546 50.794944 0.0 0.0 0.0
65008010814357248 56.680023 23.622603 135.525 133.873 137.198 17.3815 0.0013 19.2135 0.0436 16.0733 0.0041 0.2063 0.0246 3.4727 0.0073 -2.2073 0.0650 4.8210 0.0302 Simbad 68.207597 103.757288 54.306289 0.0 0.0 0.0
65211557904569856 56.681723 23.994937 136.479 135.855 137.025 15.0680 0.0010 16.3402 0.0043 13.9538 0.0018 0.4751 0.0087 3.5395 0.0032 -1.5085 0.0259 4.7336 0.0140 Simbad 68.487973 104.190531 55.499994 0.0 0.0 0.0
66808839062339712 56.686665 24.749392 134.388 132.825 135.860 17.4649 0.0022 19.4051 0.0399 16.1419 0.0054 0.1927 0.0199 3.4685 0.0067 -2.2446 0.0577 4.8170 0.0314 Simbad 67.028758 101.989795 56.261550 0.0 0.0 0.0
69871219462957952 56.690809 25.458248 133.607 132.865 134.421 15.6527 0.0009 17.1546 0.0075 14.4537 0.0015 0.4080 0.0132 3.5188 0.0034 -1.7056 0.0357 4.7752 0.0168 Simbad 66.246767 100.815817 57.431402 0.0 0.0 0.0
64899017426872960 56.696182 22.914380 138.524 138.212 138.884 10.3431 0.0004 10.6730 0.0025 9.8444 0.0016 1.0906 0.0110 3.7723 0.0023 0.0374 0.0191 4.4791 0.0063 Simbad 70.058441 106.638297 53.935032 0.0 0.0 0.0
64953481907702016 56.702383 23.165859 139.357 134.151 144.839 18.9682 0.0021 21.2242 0.1697 17.5126 0.0166 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 70.336695 107.087090 54.822227 0.0 0.0 0.0
64905618794174720 56.703355 23.068551 137.257 136.479 138.052 15.0403 0.0010 16.3688 0.0067 13.8909 0.0043 0.4760 0.0111 3.5398 0.0041 -1.5057 0.0336 4.7330 0.0145 Simbad 69.325235 105.551052 53.781711 0.0 0.0 0.0
66793583338514816 56.705122 24.599826 134.470 134.204 134.789 14.3105 0.0016 15.4177 0.0072 13.2697 0.0039 0.5418 0.0053 3.5683 0.0023 -1.3006 0.0139 4.7020 0.0109 Simbad 67.117222 102.196113 55.976907 0.0 0.0 0.0
64980832261312640 56.708798 23.532081 133.337 132.594 134.055 16.2886 0.0029 17.9557 0.0165 15.0260 0.0071 0.3315 0.0154 3.5015 0.0033 -1.9046 0.0360 4.8123 0.0195 Simbad 67.101391 102.186297 53.236464 0.0 0.0 0.0
63995562466405760 56.709218 22.211633 138.800 136.438 141.542 17.8072 0.0013 19.9296 0.0532 16.4403 0.0092 0.1694 0.0158 3.4591 0.0091 -2.3252 0.0765 4.8060 0.0331 Simbad 70.532256 107.412753 52.470393 0.0 0.0 0.0
65225469302220800 56.714389 24.104323 133.940 131.845 136.627 17.4696 0.0011 19.3980 0.0484 16.1406 0.0083 0.1920 0.0305 3.4683 0.0102 -2.2467 0.0882 4.8167 0.0325 Simbad 67.098351 102.203402 54.701008 0.0 0.0 0.0
65004712279475712 56.724044 23.583354 132.844 132.564 133.112 10.3883 0.0009 10.7118 0.0016 9.8967 0.0011 1.0673 0.0096 3.7666 0.0020 -0.0106 0.0163 4.4942 0.0055 Simbad 66.800123 101.786527 53.148595 0.0 0.0 0.0
69854348831573504 56.725206 25.245647 138.303 137.707 138.833 15.0387 0.0008 16.3554 0.0057 13.9070 0.0029 0.4784 0.0083 3.5407 0.0031 -1.4984 0.0246 4.7316 0.0138 Simbad 68.633093 104.584135 58.986230 0.0 0.0 0.0
66809491897360896 56.728919 24.796135 134.493 134.090 134.899 10.4084 0.0011 10.7414 0.0035 9.9074 0.0023 1.0678 0.0126 3.7667 0.0029 -0.0096 0.0236 4.4939 0.0077 Simbad 66.980613 102.080482 56.405131 0.0 0.0 0.0
64966916567283456 56.730541 23.380213 135.785 133.462 138.202 17.4539 0.0018 19.3436 0.0348 16.1446 0.0042 0.1979 0.0321 3.4702 0.0101 -2.2299 0.0887 4.8187 0.0319 Simbad 68.372433 104.208089 53.883688 0.0 0.0 0.0
65210389673469312 56.732493 23.939872 141.212 139.738 142.841 16.5231 0.0009 18.3524 0.0385 15.2026 0.0030 0.3091 0.0294 3.4968 0.0062 -1.9590 0.0696 4.8190 0.0217 Simbad 70.797779 107.912634 57.300685 0.0 0.0 0.0
64960663095015680 56.737988 23.250470 134.541 134.102 134.957 14.4864 0.0010 15.6337 0.0037 13.4217 0.0026 0.5256 0.0066 3.5607 0.0029 -1.3508 0.0188 4.7080 0.0117 Simbad 67.798749 103.363011 53.110247 0.0 0.0 0.0
65004437401569664 56.742451 23.560617 134.864 133.879 136.163 16.6947 0.0009 18.3306 0.0249 15.4499 0.0032 0.2898 0.0216 3.4928 0.0047 -2.0052 0.0504 4.8231 0.0223 Simbad 67.794411 103.373955 53.907711 0.0 0.0 0.0
65213172812266752 56.742831 24.027996 133.522 131.858 135.233 17.1448 0.0023 19.0033 0.0384 15.8394 0.0039 0.2250 0.0280 3.4778 0.0074 -2.1600 0.0694 4.8245 0.0282 Simbad 66.878144 101.978292 54.367886 0.0 0.0 0.0
66782897460055424 56.743980 24.460922 133.194 132.415 133.842 16.0113 0.0011 17.6263 0.0123 14.7726 0.0021 0.3649 0.0137 3.5086 0.0031 -1.8206 0.0337 4.7985 0.0180 Simbad 66.485190 101.383534 55.151975 0.0 0.0 0.0
66789872486779520 56.747585 24.519913 136.750 136.128 137.373 6.8028 0.0003 6.8021 0.0013 6.7674 0.0011 2.4986 0.0742 4.0294 0.0096 1.6328 0.0542 4.2713 0.0120 Simbad 68.221651 104.045747 56.752545 0.0 0.0 0.0
64979732749686016 56.756010 23.494741 134.733 134.379 135.007 11.2736 0.0006 11.6967 0.0020 10.6913 0.0013 0.9240 0.0093 3.7281 0.0024 -0.3226 0.0172 4.5874 0.0061 Simbad 67.738019 103.341289 53.713318 0.0 0.0 0.0
66728501697350016 56.757759 24.224328 136.099 131.765 141.726 18.5673 0.0018 20.4970 0.1383 17.1769 0.0103 0.1695 0.0048 3.4507 0.0018 -2.3999 0.0276 4.7990 0.0255 Simbad 68.037322 103.804816 55.842819 0.0 0.0 0.0
66727234683931520 56.765021 24.159487 136.658 136.240 137.106 13.8264 0.0006 14.7622 0.0110 12.8669 0.0053 0.5934 0.0067 3.5943 0.0032 -1.1451 0.0179 4.6895 0.0081 Simbad 68.338298 104.292847 55.931113 0.0 0.0 0.0
65212107660378880 56.767658 23.995013 134.459 134.035 134.884 8.3321 0.0004 8.4712 0.0011 8.0600 0.0008 1.6058 0.0242 3.8872 0.0049 0.8356 0.0275 4.3101 0.0036 Simbad 67.320221 102.749448 54.678710 0.0 0.0 0.0
65011476851589632 56.774197 23.759491 135.801 132.449 139.019 18.4520 0.0020 20.4006 0.1010 17.0605 0.0110 0.1693 0.0090 3.4507 0.0023 -2.3996 0.0298 4.7990 0.0256 Simbad 68.104092 103.971737 54.713991 0.0 0.0 0.0
65011481147922560 56.775492 23.755443 139.166 137.090 141.209 17.2944 0.0012 19.1219 0.0448 15.9945 0.0056 0.2207 0.0320 3.4767 0.0086 -2.1706 0.0801 4.8239 0.0288 Simbad 69.791402 106.552938 56.060747 0.0 0.0 0.0
65010239900405504 56.778344 23.714952 135.562 135.281 135.834 11.9949 0.0007 12.5114 0.0016 11.2958 0.0013 0.8166 0.0083 3.6932 0.0022 -0.5702 0.0142 4.6419 0.0043 Simbad 67.999963 103.829162 54.521234 0.0 0.0 0.0
64959662365552384 56.780691 23.226157 135.998 135.681 136.321 13.1433 0.0008 13.8893 0.0090 12.2924 0.0059 0.6683 0.0064 3.6315 0.0026 -0.9374 0.0139 4.6794 0.0035 Simbad 68.467553 104.552470 53.632373 0.0 0.0 0.0
66735446661374976 56.782902 24.393665 140.936 138.360 142.850 17.1614 0.0012 18.9482 0.0456 15.8998 0.0044 0.2409 0.0367 3.4818 0.0090 -2.1211 0.0883 4.8260 0.0266 Simbad 70.314280 107.381531 58.207096 0.0 0.0 0.0
66733763034205696 56.784015 24.306630 134.370 133.240 135.419 15.6909 0.0018 17.2219 0.0091 14.4803 0.0021 0.4041 0.0181 3.5178 0.0046 -1.7164 0.0490 4.7775 0.0184 Simbad 67.082550 102.450488 55.309353 0.0 0.0 0.0
65212932294091264 56.788355 24.051978 135.905 135.268 136.647 15.3810 0.0008 16.7842 0.0098 14.2060 0.0027 0.4412 0.0107 3.5280 0.0033 -1.6108 0.0309 4.7546 0.0154 Simbad 67.976546 103.832986 55.390152 0.0 0.0 0.0
66729021390315904 56.789309 24.259489 126.860 124.252 130.160 17.8590 0.0013 19.7455 0.0988 16.4885 0.0128 0.1657 0.0123 3.4564 0.0107 -2.3473 0.0914 4.8030 0.0330 Simbad 63.347852 96.766252 52.122949 0.0 0.0 0.0
64967603762044928 56.789742 23.432155 135.862 134.672 137.355 17.0424 0.0015 18.8347 0.0257 15.7713 0.0033 0.2444 0.0234 3.4826 0.0057 -2.1129 0.0560 4.8262 0.0261 Simbad 68.276634 104.296874 54.027274 0.0 0.0 0.0
66729261908482048 56.791988 24.276454 135.347 134.918 135.701 9.3766 0.0002 9.6181 0.0005 8.9730 0.0005 1.2863 0.0164 3.8183 0.0035 0.3971 0.0246 4.3772 0.0065 Simbad 67.572008 103.229343 55.646536 0.0 0.0 0.0
65209079706818176 56.794469 23.971053 131.742 127.985 136.121 18.4829 0.0021 20.6021 0.1738 17.0844 0.0107 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 65.925037 100.722794 53.523489 0.0 0.0 0.0
66728089380491648 56.796014 24.230811 137.589 135.172 140.533 17.5421 0.0009 19.3082 0.0515 16.2342 0.0047 0.1979 0.0353 3.4702 0.0111 -2.2300 0.0975 4.8186 0.0322 Simbad 68.708611 104.981822 56.468381 0.0 0.0 0.0
66728089380492160 56.799504 24.231442 138.619 135.984 141.263 17.5514 0.0022 19.5378 0.0850 16.1562 0.0070 0.1868 0.0311 3.4665 0.0110 -2.2618 0.0945 4.8148 0.0335 Simbad 69.216181 105.771414 56.892498 0.0 0.0 0.0
65010549138050944 56.806482 23.714086 134.462 134.204 134.725 12.2159 0.0004 12.7713 0.0037 11.5096 0.0029 0.7838 0.0078 3.6810 0.0022 -0.6484 0.0132 4.6540 0.0033 Simbad 67.398053 103.020457 54.076972 0.0 0.0 0.0
69857235049588736 56.811777 25.371626 133.130 132.805 133.470 11.4254 0.0019 11.8841 0.0032 10.7973 0.0030 0.8950 0.0100 3.7194 0.0026 -0.3885 0.0190 4.6042 0.0062 Simbad 65.845304 100.667327 57.044574 0.0 0.0 0.0
64967569402404480 56.814168 23.434812 140.202 138.760 141.626 16.5484 0.0010 18.2959 0.0155 15.2779 0.0047 0.3102 0.0269 3.4971 0.0057 -1.9564 0.0637 4.8187 0.0215 Simbad 70.410368 107.656412 55.759095 0.0 0.0 0.0
66734725106867968 56.814446 24.391764 142.187 139.855 144.610 16.9974 0.0011 19.0030 0.0245 15.6766 0.0038 0.2468 0.0395 3.4832 0.0094 -2.1071 0.0942 4.8263 0.0260 Simbad 70.879824 108.375352 58.719464 0.0 0.0 0.0
66715273197982848 56.830700 24.138920 137.046 136.582 137.508 8.2439 0.0003 8.3621 0.0007 8.0082 0.0006 1.6596 0.0272 3.8979 0.0054 0.8968 0.0298 4.3059 0.0036 Simbad 68.423399 104.684293 56.045024 0.0 0.0 0.0
64021714523841280 56.835198 22.365563 135.647 133.953 137.455 17.0398 0.0013 18.9588 0.0267 15.7275 0.0027 0.2361 0.0296 3.4806 0.0074 -2.1328 0.0718 4.8257 0.0270 Simbad 68.623447 105.008356 51.615668 0.0 0.0 0.0
66846291177113088 56.836877 25.086566 136.849 136.268 137.480 14.6734 0.0005 15.8919 0.0042 13.5780 0.0019 0.5104 0.0085 3.5538 0.0036 -1.3985 0.0253 4.7146 0.0126 Simbad 67.798108 103.752053 58.022208 0.0 0.0 0.0
69964879813013248 56.837092 25.525639 133.571 133.190 133.965 9.6965 0.0003 9.9883 0.0009 9.2355 0.0008 1.2032 0.0148 3.7991 0.0032 0.2540 0.0241 4.4140 0.0071 Simbad 65.934391 100.900815 57.557740 0.0 0.0 0.0
65017627244152064 56.837463 23.803141 135.791 135.225 136.623 6.9976 0.0003 7.0026 0.0007 6.9602 0.0007 2.3461 0.0773 4.0102 0.0107 1.5184 0.0596 4.2813 0.0107 Simbad 67.961422 104.004295 54.804631 0.0 0.0 0.0
66715105696289024 56.837760 24.116067 137.849 136.673 138.992 6.2988 0.0004 6.2923 0.0008 6.2830 0.0013 2.9205 0.1566 4.0732 0.0144 1.9253 0.1024 4.2229 0.0263 Simbad 68.823631 105.324964 56.323229 0.0 0.0 0.0
70028170451469312 56.841092 25.897739 138.463 138.025 138.986 14.3856 0.0006 15.5040 0.0045 13.3338 0.0025 0.5401 0.0070 3.5675 0.0032 -1.3057 0.0198 4.7025 0.0111 Simbad 68.128532 104.274454 60.475970 0.0 0.0 0.0
70077270518065920 56.841478 26.379669 131.564 130.474 132.797 16.4771 0.0010 18.1695 0.0118 15.2255 0.0041 0.3056 0.0231 3.4961 0.0049 -1.9673 0.0541 4.8198 0.0214 Simbad 64.466670 98.671225 58.456161 0.0 0.0 0.0
64963377514329984 56.841849 23.359958 133.391 132.006 134.451 16.6882 0.0011 18.4595 0.0170 15.4059 0.0041 0.2796 0.0237 3.4906 0.0052 -2.0292 0.0552 4.8246 0.0231 Simbad 66.978202 102.516769 52.890389 0.0 0.0 0.0
66730601936067072 56.842878 24.283137 132.704 129.368 135.638 18.3833 0.0017 20.5906 0.1155 17.0169 0.0148 0.1695 0.0041 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 66.159082 101.266996 54.574000 0.0 0.0 0.0
69977597213945984 56.842930 25.720685 143.089 139.187 147.616 18.6017 0.0022 20.7048 0.0958 17.1735 0.0100 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 70.506520 107.921655 62.098391 0.0 0.0 0.0
66729635568719872 56.843316 24.238407 132.613 130.482 134.816 17.6175 0.0015 19.6597 0.0657 16.2033 0.0169 0.1743 0.0189 3.4615 0.0088 -2.3042 0.0731 4.8090 0.0333 Simbad 66.136213 101.233681 54.442196 0.0 0.0 0.0
64032503481665280 56.843674 22.519560 133.575 131.293 136.033 17.5883 0.0012 19.6435 0.0679 16.2531 0.0099 0.1787 0.0236 3.4635 0.0097 -2.2881 0.0816 4.8113 0.0335 Simbad 67.484967 103.299608 51.159065 0.0 0.0 0.0
65010519075247616 56.844588 23.735065 132.953 131.745 134.028 16.3429 0.0015 18.0590 0.0181 15.0857 0.0045 0.3227 0.0226 3.4997 0.0048 -1.9261 0.0537 4.8151 0.0206 Simbad 66.563203 101.892209 53.514659 0.0 0.0 0.0
64006905476619776 56.846894 22.244354 139.492 139.101 139.789 13.8961 0.0008 14.8276 0.0050 12.9401 0.0029 0.5915 0.0057 3.5933 0.0025 -1.1506 0.0146 4.6898 0.0082 Simbad 70.607828 108.093055 52.805732 0.0 0.0 0.0
64912009705490304 56.849467 23.149005 134.911 133.619 135.961 15.8904 0.0006 17.4935 0.0051 14.6650 0.0030 0.3816 0.0203 3.5124 0.0047 -1.7771 0.0526 4.7901 0.0192 Simbad 67.834873 103.858144 53.036709 0.0 0.0 0.0
65207709611941376 56.851821 23.914478 137.821 137.184 138.415 7.2865 0.0003 7.2916 0.0006 7.2493 0.0010 2.1765 0.0602 3.9865 0.0093 1.3837 0.0496 4.2887 0.0088 Simbad 68.891718 105.485686 55.868856 0.0 0.0 0.0
66729674225341696 56.854700 24.254621 131.478 129.408 133.339 17.0567 0.0012 18.8376 0.0248 15.7830 0.0038 0.2358 0.0340 3.4805 0.0085 -2.1335 0.0825 4.8257 0.0271 Simbad 65.541868 100.367474 54.010160 0.0 0.0 0.0
65212760495396736 56.855683 24.048953 134.566 133.860 135.322 15.3902 0.0004 16.7354 0.0143 14.2382 0.0019 0.4408 0.0114 3.5279 0.0035 -1.6120 0.0328 4.7549 0.0157 Simbad 67.187532 102.891416 54.837933 0.0 0.0 0.0
65007083101413888 56.861890 23.678127 133.050 132.510 133.551 7.7468 0.0005 7.8124 0.0011 7.5950 0.0009 1.8588 0.0398 3.9351 0.0073 1.1024 0.0384 4.2971 0.0052 Simbad 66.610032 102.031171 53.432640 0.0 0.0 0.0
64990349908937984 56.867233 23.448023 138.159 137.496 139.151 15.7226 0.0018 17.2620 0.0052 14.5176 0.0014 0.4068 0.0137 3.5185 0.0035 -1.7088 0.0369 4.7759 0.0170 Simbad 69.279149 106.141265 54.975810 0.0 0.0 0.0
70274190474468864 56.868432 26.534765 134.875 133.739 136.264 16.3381 0.0010 18.0195 0.0183 15.0837 0.0033 0.3284 0.0242 3.5009 0.0051 -1.9122 0.0579 4.8133 0.0207 Simbad 65.952571 101.049297 60.254158 0.0 0.0 0.0
66792999222948992 56.868517 24.675696 134.751 133.639 135.879 16.7392 0.0007 18.4522 0.0295 15.4898 0.0031 0.2807 0.0213 3.4908 0.0047 -2.0266 0.0496 4.8245 0.0229 Simbad 66.924499 102.538770 56.256074 0.0 0.0 0.0
66729880383767168 56.872814 24.288130 137.553 136.371 138.389 6.8159 0.0006 6.8418 0.0019 6.7404 0.0025 2.4928 0.1194 4.0287 0.0148 1.6285 0.0876 4.2718 0.0139 Simbad 68.518985 104.998976 56.579059 0.0 0.0 0.0
65019963707009024 56.873369 23.880232 132.372 128.331 136.578 18.6704 0.0017 20.6547 0.1708 17.2973 0.0128 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 66.147366 101.366835 53.587642 0.0 0.0 0.0
64993579724240896 56.874767 23.554023 141.210 137.826 144.844 18.2880 0.0021 20.3609 0.0629 16.9235 0.0082 0.1663 0.0144 3.4517 0.0067 -2.3906 0.0633 4.7996 0.0286 Simbad 70.737869 108.407282 56.429435 0.0 0.0 0.0
70072773688658432 56.877516 26.278916 134.367 133.446 135.191 15.8036 0.0013 17.3221 0.0144 14.5947 0.0061 0.3932 0.0152 3.5151 0.0037 -1.7460 0.0398 4.7838 0.0176 Simbad 65.834018 100.902604 59.489818 0.0 0.0 0.0
66737405166459264 56.877555 24.370335 134.448 133.581 135.183 14.7985 0.0012 16.0451 0.0043 13.6973 0.0017 0.4961 0.0111 3.5477 0.0045 -1.4432 0.0339 4.7218 0.0138 Simbad 66.920383 102.567809 55.477663 0.0 0.0 0.0
65018417518780672 56.881922 23.871818 135.399 133.886 136.756 16.8623 0.0011 18.6605 0.0220 15.5723 0.0060 0.2619 0.0261 3.4867 0.0060 -2.0711 0.0615 4.8262 0.0245 Simbad 67.648906 103.701675 54.794872 0.0 0.0 0.0
66740497542906368 56.883976 24.404938 131.624 129.844 133.801 17.0433 0.0017 18.7794 0.0322 15.7671 0.0035 0.2395 0.0344 3.4814 0.0085 -2.1246 0.0830 4.8260 0.0267 Simbad 65.485572 100.393279 54.384785 0.0 0.0 0.0
64962174923490304 56.884196 23.306332 135.402 133.923 136.490 16.4116 0.0009 18.0626 0.0229 15.1714 0.0040 0.3227 0.0245 3.4997 0.0052 -1.9260 0.0585 4.8152 0.0209 Simbad 67.938450 104.154561 53.571392 0.0 0.0 0.0
69968113925681408 56.887810 25.638312 138.461 137.174 139.678 16.6065 0.0020 18.4044 0.0180 15.3296 0.0030 0.2976 0.0240 3.4944 0.0052 -1.9866 0.0561 4.8216 0.0219 Simbad 68.191390 104.556749 59.910507 0.0 0.0 0.0
66816295125702144 56.890412 24.683997 134.425 134.215 134.703 12.5404 0.0013 13.1758 0.0055 11.7743 0.0038 0.7387 0.0069 3.6630 0.0020 -0.7580 0.0118 4.6668 0.0019 Simbad 66.719052 102.309391 56.137670 0.0 0.0 0.0
63916431989200256 56.892443 21.746606 130.461 130.250 130.709 11.9852 0.0008 12.5199 0.0025 11.3013 0.0015 0.8068 0.0077 3.6897 0.0020 -0.5934 0.0124 4.6457 0.0039 Simbad 66.187995 101.502913 48.336115 0.0 0.0 0.0
69974504837007232 56.892445 25.718165 129.617 128.725 130.624 16.2681 0.0009 17.9193 0.0113 15.0329 0.0029 0.3285 0.0193 3.5009 0.0041 -1.9119 0.0457 4.8133 0.0200 Simbad 63.785090 97.817934 56.246617 0.0 0.0 0.0
66710948167949696 56.893875 24.039554 132.624 131.454 133.837 16.7733 0.0010 18.4092 0.0285 15.5023 0.0045 0.2756 0.0225 3.4897 0.0050 -2.0386 0.0526 4.8251 0.0233 Simbad 66.155141 101.458071 54.026666 0.0 0.0 0.0
64884624994048256 56.895008 22.801125 135.868 134.865 136.749 16.0038 0.0011 17.6156 0.0078 14.7743 0.0026 0.3708 0.0169 3.5099 0.0038 -1.8054 0.0425 4.7956 0.0184 Simbad 68.408775 104.918867 52.653426 0.0 0.0 0.0
66823132713476480 56.899529 24.873965 133.733 132.002 135.229 16.8739 0.0010 18.6569 0.0421 15.5775 0.0042 0.2581 0.0293 3.4858 0.0068 -2.0802 0.0692 4.8263 0.0249 Simbad 66.257907 101.637598 56.251258 0.0 0.0 0.0
