designation,parallax,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 65155856471318912,7.091215455128368,0.8548,0.8339,0.873,Gaia DR3 65155856471318912,55.690274609902666,23.82282265577828,7.0912,21.1557,-45.6906,0.0,2016.0,9.630035103647496E-15
Gaia DR3 65156891560085504,7.238355792828112,0.8418,0.825,0.8606,Gaia DR3 65156891560085504,55.609551265925255,23.86060771230318,7.2384,21.4791,-44.347,0.0,2016.0,6.49814271121418E-15
Gaia DR3 65161976802151680,7.5470189892983015,0.331,0.3224,0.3397,Gaia DR3 65161976802151680,56.245746416315335,23.38872896889856,7.547,19.889,-46.9442,4.7085,2016.0,0.0
Gaia DR3 65162492198224768,7.462238224855825,0.7793,0.7648,0.7954,Gaia DR3 65162492198224768,56.285083015982494,23.416768795341113,7.4622,20.6207,-46.4097,0.0,2016.0,7.425291076505993E-15
Gaia DR3 65163110673516928,7.4255680209980675,0.7397,0.7289,0.7498,Gaia DR3 65163110673516928,56.24181931752337,23.408471301585465,7.4256,18.803,-44.6745,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65164171528305792,7.307413485207008,0.5118,0.5049,0.5222,Gaia DR3 65164171528305792,56.34254222359188,23.471510349419837,7.3074,20.2239,-44.6502,5.1676,2016.0,6.517511751828942E-15
Gaia DR3 65167577439502592,7.196435385252507,0.6893,0.678,0.6972,Gaia DR3 65167577439502592,56.15126273681793,23.502902827384098,7.1964,19.2616,-44.1817,0.0,2016.0,9.640790169929777E-15
Gaia DR3 65168844452782208,7.089320664949418,0.7291,0.7112,0.7464,Gaia DR3 65168844452782208,56.318456582513555,23.566974495922615,7.0893,19.6543,-44.7968,0.0,2016.0,6.5127873939707286E-15
Gaia DR3 65170016980919808,7.500034623921711,0.6221,0.6121,0.6337,Gaia DR3 65170016980919808,56.23629783447908,23.60638236898229,7.5,21.2194,-46.2785,0.0,2016.0,0.0
Gaia DR3 65175480179315840,7.566883576477941,0.6943,0.6732,0.7142,Gaia DR3 65175480179315840,56.36469576574965,23.632340550413826,7.5669,20.9701,-45.6612,0.0,2016.0,0.0
Gaia DR3 65179946945247488,7.372910720374971,0.6561,0.6417,0.6774,Gaia DR3 65179946945247488,56.087034239879095,23.56092855087351,7.3729,19.286,-46.3035,0.0,2016.0,7.419034876395646E-15
Gaia DR3 65181527493208192,7.24946466059114,0.7302,0.7191,0.7404,Gaia DR3 65181527493208192,56.1322400085094,23.59042529757861,7.2495,20.501,-45.0364,0.0,2016.0,1.3023248174115686E-14
Gaia DR3 65188090203295744,7.47060055813846,0.0259,0.0182,0.0435,Gaia DR3 65188090203295744,56.27211037045957,23.70246592516979,7.4706,19.7496,-46.4011,6.28,2016.0,0.0
Gaia DR3 65189739470654464,7.502788343313917,0.8839,0.8664,0.9009,Gaia DR3 65189739470654464,56.27089546399231,23.768291787187913,7.5028,20.5771,-46.4251,0.0,2016.0,7.409975097858937E-15
Gaia DR3 65190220507070208,7.399616619911859,0.4915,0.4798,0.5004,Gaia DR3 65190220507070208,56.373319246952896,23.760302335308378,7.3996,19.065,-45.7558,7.3917,2016.0,6.503164560264596E-15
Gaia DR3 65194584193758336,7.434634406907008,0.0773,0.0719,0.0832,Gaia DR3 65194584193758336,56.26375187558317,23.839209317701982,7.4346,20.3433,-45.772,5.0711,2016.0,6.499215706369028E-15
Gaia DR3 65196405259884544,7.274297226962083,,,,Gaia DR3 65196405259884544,56.24422047135836,23.927876856061392,7.2743,21.0658,-45.6251,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65200283613608704,7.3976813023598815,1.3792,1.3501,1.3931,Gaia DR3 65200283613608704,56.61546284551447,23.812491723079685,7.3977,19.3714,-43.8719,0.0,2016.0,1.3001108306903576E-14
Gaia DR3 65202830531043968,7.1765118083800425,1.1256,1.1108,1.15,Gaia DR3 65202830531043968,56.52724342554522,23.838809459032934,7.1765,19.6912,-45.9722,-17.5128,2016.0,3.552713678800501E-15
Gaia DR3 65207709611941376,7.220987406121659,0.1632,0.1605,0.1656,Gaia DR3 65207709611941376,56.85182143112869,23.9144778917631,7.221,20.0491,-44.1326,-1.8568,2016.0,6.495437447170839E-15
Gaia DR3 65208396808627840,7.3675798561772385,0.7561,0.7487,0.7663,Gaia DR3 65208396808627840,56.922763757832215,23.97172758846156,7.3676,20.5247,-45.0322,0.8131,2016.0,6.4925561762880835E-15
Gaia DR3 65209079706818176,7.670823942297688,0.2944,0.2625,0.4023,Gaia DR3 65209079706818176,56.794469145666824,23.971052836222597,7.6708,21.0654,-44.3025,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65210389673469312,7.0041880075101695,0.9597,0.8982,0.9753,Gaia DR3 65210389673469312,56.73249284036852,23.93987222950905,7.0042,19.4627,-42.1935,0.0,2016.0,9.626069530413813E-15
Gaia DR3 65211145587780992,7.232270978962829,0.4649,0.4551,0.4938,Gaia DR3 65211145587780992,56.64972601817595,23.966825124571223,7.2323,19.2931,-44.0684,12.3564,2016.0,7.401234179788273E-15
Gaia DR3 65211557904569856,7.2862829876032436,0.5295,0.5253,0.534,Gaia DR3 65211557904569856,56.68172301551613,23.994936841909595,7.2863,20.5021,-45.3356,-5.5991,2016.0,6.491386250901687E-15
Gaia DR3 65212107660378880,7.401981307676885,0.0309,0.0215,0.053,Gaia DR3 65212107660378880,56.767658409457994,23.995012914402537,7.402,21.3232,-45.437,7.0097,2016.0,6.491382414509845E-15
Gaia DR3 65212760495396736,7.381110433788618,0.5505,0.5436,0.5573,Gaia DR3 65212760495396736,56.855682971871175,24.04895316921223,7.3811,18.3618,-45.8281,42.2532,2016.0,6.4886592874250935E-15
Gaia DR3 65212932294091264,7.303127989157264,0.5496,0.5336,0.5724,Gaia DR3 65212932294091264,56.788355136999364,24.05197806630918,7.3031,19.4433,-43.8304,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65213172812266752,7.449628020763334,0.7335,0.7157,0.7502,Gaia DR3 65213172812266752,56.74283055817035,24.027995653471557,7.4496,19.2116,-43.3632,0.0,2016.0,0.0
Gaia DR3 65214409762926720,7.4607736871596835,0.4808,0.4756,0.485,Gaia DR3 65214409762926720,56.454022199513645,23.852686378846506,7.4608,21.1874,-45.3919,6.5988,2016.0,3.552713678800501E-15
Gaia DR3 65214856439472640,7.212553394372475,0.8047,0.7963,0.8145,Gaia DR3 65214856439472640,56.460441673890735,23.873754046000364,7.2126,19.8753,-44.6522,3.1588,2016.0,6.497483055629812E-15
Gaia DR3 65216363971331072,7.626957463557727,0.6712,0.6566,0.6853,Gaia DR3 65216363971331072,56.41253094148423,23.950117908380683,7.627,19.5816,-46.7118,0.0,2016.0,0.0
Gaia DR3 65216643145862144,7.012785824941394,0.8516,0.8424,0.86,Gaia DR3 65216643145862144,56.51799855172368,23.927842380057047,7.0128,18.5788,-43.3746,3.3457,2016.0,0.0
Gaia DR3 65221487868870784,7.295877939593721,0.543,0.539,0.5472,Gaia DR3 65221487868870784,56.46524526083271,24.03867637774549,7.2959,19.8061,-45.003,6.8759,2016.0,1.2978357091767528E-14
Gaia DR3 65222518661019520,7.32594365757548,0.4284,0.4227,0.4362,Gaia DR3 65222518661019520,56.43373928124347,24.073923595288683,7.3259,19.9548,-43.3527,9.7068,2016.0,6.487396729588893E-15
Gaia DR3 65222759179728640,7.2998022120351305,0.2239,0.2143,0.2336,Gaia DR3 65222759179728640,56.39758231507854,24.08301110684446,7.2998,18.4296,-45.207,8.7219,2016.0,3.552713678800501E-15
Gaia DR3 65223515093523328,7.373004713955718,0.6469,0.6344,0.6586,Gaia DR3 65223515093523328,56.59787068226333,24.030747315256395,7.373,19.2271,-44.209,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65223618172733952,7.316839029051112,0.2355,0.2322,0.2386,Gaia DR3 65223618172733952,56.664208814994886,24.029479832481186,7.3168,20.2651,-46.2277,4.9528,2016.0,7.39846209293182E-15
Gaia DR3 65224442806459008,7.3324984757352,0.4642,0.456,0.4707,Gaia DR3 65224442806459008,56.553722556107694,24.054171168916735,7.3325,22.0678,-46.1281,20.0486,2016.0,3.552713678800501E-15
Gaia DR3 65225469302220800,7.422710671658224,0.8292,0.8063,0.8521,Gaia DR3 65225469302220800,56.71438897122718,24.10432284781211,7.4227,21.4547,-45.2218,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65225611037551360,7.360921813307845,0.0079,0.0024,0.016,Gaia DR3 65225611037551360,56.66398954458869,24.10299456629025,7.3609,20.5292,-46.9419,5.7048,2016.0,6.4859252871788245E-15
Gaia DR3 65228772133391488,7.56224918935397,0.737,0.7031,0.7692,Gaia DR3 65228772133391488,56.491372159992444,24.14454409490353,7.5622,20.6419,-47.4982,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65229184450247296,7.497115632105594,0.6668,0.6474,0.6869,Gaia DR3 65229184450247296,56.519106151072684,24.165368569020757,7.4971,18.9378,-44.6206,0.0,2016.0,6.4827625603175015E-15
Gaia DR3 65231486552803328,7.345983258822864,0.2936,0.2868,0.2993,Gaia DR3 65231486552803328,56.61376023966258,24.254800329035454,7.346,20.4504,-44.6467,3.1354,2016.0,3.552713678800501E-15
Gaia DR3 65232066371441792,7.244614096975412,0.6081,0.5932,0.624,Gaia DR3 65232066371441792,55.9155727826314,23.69221985705829,7.2446,19.9691,-45.5304,0.0,2016.0,0.0
Gaia DR3 65233788655261568,7.27281753089127,0.1838,0.1725,0.1961,Gaia DR3 65233788655261568,55.89349233390916,23.761713579644525,7.2728,22.9659,-47.1164,4.5139,2016.0,1.3482681597022965E-14
Gaia DR3 65237911823760640,7.267268144617627,0.6735,0.6625,0.685,Gaia DR3 65237911823760640,55.81925319484357,23.83358475980971,7.2673,20.1098,-45.4169,0.0,2016.0,6.499497592188606E-15
Gaia DR3 65241863193865856,7.423976552521405,0.5849,0.5743,0.5958,Gaia DR3 65241863193865856,56.05066499276738,23.876887924642986,7.424,19.9934,-45.1111,0.0,2016.0,6.497325753648834E-15
Gaia DR3 65244435877629824,7.233113577210932,0.7447,0.7303,0.7604,Gaia DR3 65244435877629824,56.11636811943141,23.999769098826523,7.2331,19.0886,-45.0994,0.0,2016.0,6.4911425339037085E-15
Gaia DR3 65244646332548352,7.65386834667479,0.587,0.5776,0.5964,Gaia DR3 65244646332548352,56.19731354525086,24.01033845340132,7.6539,21.9003,-46.777,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65244749411766528,7.328443682577038,0.5803,0.5769,0.5836,Gaia DR3 65244749411766528,56.14763096345229,24.001134217971668,7.3284,21.4238,-45.8731,3.0652,2016.0,1.3459491978108492E-14
Gaia DR3 65245539685760640,7.402115833370591,0.719,0.709,0.7331,Gaia DR3 65245539685760640,55.98757249612545,23.951447980307357,7.4021,20.8515,-45.5823,0.0,2016.0,7.401913530855538E-15
Gaia DR3 65247704349267584,7.594803806906587,0.1551,0.1067,0.1765,Gaia DR3 65247704349267584,56.05452292932521,24.030615863047565,7.5948,21.4049,-45.8862,4.2055,2016.0,3.552713678800501E-15
Gaia DR3 65254576296865152,7.302248027937386,0.6695,0.6431,0.6938,Gaia DR3 65254576296865152,55.68530669041346,23.970766125807877,7.3022,19.7093,-45.0716,0.0,2016.0,7.401060006171666E-15
Gaia DR3 65254885534508672,7.361057342556959,0.7179,0.7065,0.7302,Gaia DR3 65254885534508672,55.674440494307696,24.004169380506745,7.3611,19.4547,-46.5106,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65257187636977536,7.165841660739484,0.7416,0.7128,0.7684,Gaia DR3 65257187636977536,55.6716335456923,24.028395789556246,7.1658,21.0177,-44.6768,0.0,2016.0,0.0
Gaia DR3 65263097511969792,7.293955605946162,0.6698,0.654,0.6845,Gaia DR3 65263097511969792,55.79855132706159,24.1144320201991,7.294,20.256,-45.7724,0.0,2016.0,0.0
Gaia DR3 65263612908043392,7.596763629614335,0.6415,0.6273,0.6572,Gaia DR3 65263612908043392,55.869797428461034,24.15158636442973,7.5968,20.9705,-45.9841,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65264506261240448,7.5405934166305375,0.6284,0.6094,0.6482,Gaia DR3 65264506261240448,55.83802446730886,24.18570143772121,7.5406,19.33,-45.3756,0.0,2016.0,6.4817299042862826E-15
Gaia DR3 65264673762670080,7.841224461094723,0.6556,0.6304,0.6837,Gaia DR3 65264673762670080,55.8061497087518,24.183469947967474,7.8412,20.2516,-45.9046,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65265674492422784,7.427304424110286,0.5158,0.5017,0.5316,Gaia DR3 65265674492422784,55.9314251981591,24.213757929647073,7.4273,20.9311,-45.1419,0.0,2016.0,0.0
Gaia DR3 65267078945207296,7.50643101758092,0.533,0.5246,0.5421,Gaia DR3 65267078945207296,56.23900505450959,23.99217866658556,7.5064,20.6087,-44.7719,0.0,2016.0,0.0
Gaia DR3 65267388182879104,7.574034930346783,0.7135,0.6932,0.7337,Gaia DR3 65267388182879104,56.221816244942886,24.018344601810703,7.574,20.6168,-44.1311,0.0,2016.0,7.105427357601002E-15
Gaia DR3 65269935099961600,7.258451579517981,0.715,0.6945,0.7445,Gaia DR3 65269935099961600,56.41378202777227,24.138865613858307,7.2585,19.6014,-45.7889,0.0,2016.0,1.3446053963973728E-14
Gaia DR3 65270450496044416,7.52998049381524,0.4431,0.3919,0.4692,Gaia DR3 65270450496044416,56.31729783783005,24.12099472373946,7.53,19.8705,-44.9804,0.6566,2016.0,0.0
Gaia DR3 65275020341243520,7.226131411222815,,,,Gaia DR3 65275020341243520,56.19942719256714,24.214450818193416,7.2261,19.3038,-44.7324,0.0,2016.0,6.480268401446708E-15
Gaia DR3 65275089060719104,7.465089779730926,0.223,0.2182,0.2277,Gaia DR3 65275089060719104,56.1833687967795,24.231003278419283,7.4651,21.4673,-46.4542,5.3714,2016.0,6.4794262008288044E-15
Gaia DR3 65280552259109760,7.830308376105879,0.649,0.6282,0.6687,Gaia DR3 65280552259109760,56.30484671502357,24.256408737061175,7.8303,22.3952,-46.5448,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65281166437426176,7.522663209747789,0.8285,0.8176,0.8385,Gaia DR3 65281166437426176,56.38734232752763,24.303034287977688,7.5227,20.2564,-45.1654,-5.3024,2016.0,7.386282977997597E-15
Gaia DR3 65281239453865856,7.338781422028091,0.5515,0.5389,0.5626,Gaia DR3 65281239453865856,56.37602962223804,24.312444915657963,7.3388,18.9463,-47.2504,-0.4476,2016.0,0.0
Gaia DR3 65282098447322752,6.975272360665578,0.7289,0.7183,0.7389,Gaia DR3 65282098447322752,56.353359973199396,24.345769619048642,6.9753,19.6674,-43.5138,0.0,2016.0,0.0
Gaia DR3 65284228751087872,7.260957615101932,0.6421,0.6306,0.6587,Gaia DR3 65284228751087872,56.455770517407075,24.418506109786513,7.261,19.2087,-42.7825,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65284469269256704,7.374518162509229,0.2156,0.2086,0.2298,Gaia DR3 65284469269256704,56.42449682534324,24.431316803451438,7.3745,20.5114,-44.7139,7.6199,2016.0,1.3417284252571172E-14
Gaia DR3 65287458566524928,7.385246890845397,0.2152,0.2126,0.2178,Gaia DR3 65287458566524928,56.200992353539064,24.28926774500748,7.3852,19.8491,-44.9656,16.4942,2016.0,1.3431298313400015E-14
Gaia DR3 65289004754691200,7.511405170900618,0.6501,0.6425,0.6589,Gaia DR3 65289004754691200,55.98874523518619,24.22217609900833,7.5114,20.9969,-44.7831,0.0,2016.0,0.0
Gaia DR3 65289588870240384,7.302329783350095,0.6202,0.6129,0.6323,Gaia DR3 65289588870240384,56.04138926525985,24.26762455350562,7.3023,21.4723,-43.3442,-44.0083,2016.0,1.29551219268232E-14
Gaia DR3 65289623229979136,7.285423899385576,0.1873,0.1744,0.1989,Gaia DR3 65289623229979136,56.02026285603311,24.275319181164605,7.2854,20.1337,-45.3564,5.5273,2016.0,0.0
Gaia DR3 65290718444385536,6.8814159629576315,0.5343,0.4691,0.6055,Gaia DR3 65290718444385536,55.96994147372375,24.313336030713643,6.8814,18.9895,-45.3053,0.0,2016.0,0.0
Gaia DR3 65292268929825408,7.176701000098328,0.5508,0.5444,0.556,Gaia DR3 65292268929825408,56.112090967849646,24.408645421392894,7.1767,20.1998,-43.4195,5.3526,2016.0,7.381547967609335E-15
Gaia DR3 65293368441513344,7.20733365805876,0.6792,0.6689,0.6856,Gaia DR3 65293368441513344,56.07404213069598,24.446187902212245,7.2073,20.1691,-44.6662,0.0,2016.0,0.0
Gaia DR3 65295430026352512,7.3971054023640885,0.1161,0.1044,0.1263,Gaia DR3 65295430026352512,56.23507805711012,24.432404748893706,7.3971,19.6982,-46.1351,3.6667,2016.0,7.380480203133324E-15
Gaia DR3 65296357738731008,7.351642646560689,0.1797,0.1729,0.1869,Gaia DR3 65296357738731008,56.39368645440966,24.463106878376045,7.3516,18.4526,-46.1013,2.6168,2016.0,6.4675596850859004E-15
Gaia DR3 65297251091930624,7.337793941106909,0.669,0.6571,0.6851,Gaia DR3 65297251091930624,56.333272927295575,24.47333141898755,7.3378,20.5895,-44.0391,0.0,2016.0,0.0
Gaia DR3 65297594689312768,7.821509420582805,0.5785,0.5628,0.5892,Gaia DR3 65297594689312768,56.300399163319184,24.504891296734822,7.8215,21.2206,-47.3428,-2.7681,2016.0,0.0
Gaia DR3 65298208867376384,7.1937748508307235,0.5905,0.5743,0.61,Gaia DR3 65298208867376384,56.157474125161585,24.427286641096313,7.1938,20.0526,-43.7316,0.0,2016.0,0.0
Gaia DR3 65298483745290368,7.6876803281520365,0.5574,0.5382,0.5756,Gaia DR3 65298483745290368,56.22548048214077,24.44616834794828,7.6877,19.8475,-46.0192,0.0,2016.0,7.37986123051538E-15
Gaia DR3 65299965511216384,7.422471130114677,0.6362,0.6289,0.6427,Gaia DR3 65299965511216384,56.16515315807857,24.52875146114693,7.4225,19.995,-46.2462,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65304604076598784,7.321304362716817,0.7611,0.7449,0.7783,Gaia DR3 65304604076598784,59.16859512505391,22.146141741954974,7.3213,19.0176,-46.0089,0.0,2016.0,2.0060775280829835E-14
Gaia DR3 65309100904545280,7.608196881475199,0.1869,0.1785,0.197,Gaia DR3 65309100904545280,59.04641371219317,22.22098311857347,7.6082,21.6805,-46.5536,7.1738,2016.0,3.552713678800501E-15
Gaia DR3 65330099002345216,7.750298936212662,0.419,0.4025,0.4261,Gaia DR3 65330099002345216,59.024307561150344,22.439264785850384,7.7503,20.3698,-47.364,6.5665,2016.0,6.567437573911417E-15
Gaia DR3 65349684053273600,7.386335129308047,0.9801,0.9557,1.0009,Gaia DR3 65349684053273600,59.642486607819095,22.669617630478907,7.3863,19.1672,-45.3631,0.0,2016.0,9.668222908328342E-15
Gaia DR3 65393698877913728,7.218516929270328,0.818,0.796,0.8358,Gaia DR3 65393698877913728,58.60168673714938,22.688898820464534,7.2185,19.3808,-45.0782,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65431185353051776,7.285566950670416,0.9508,0.9321,0.9714,Gaia DR3 65431185353051776,58.730663342751875,22.994346711636823,7.2856,19.4883,-44.6322,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65434518247043072,7.401322942096517,0.616,0.6097,0.6222,Gaia DR3 65434518247043072,59.043355967436035,23.039795774197692,7.4013,19.1502,-44.7623,6.8004,2016.0,3.552713678800501E-15
Gaia DR3 65435102362687616,7.422215701590819,0.5561,0.5534,0.5591,Gaia DR3 65435102362687616,59.10418014852836,23.090594019048243,7.4222,19.7336,-46.2698,5.0593,2016.0,0.0
Gaia DR3 65437644983224320,7.364247553292616,0.312,0.2882,0.3204,Gaia DR3 65437644983224320,59.11726653104686,23.150073028495136,7.3642,18.5154,-45.7447,8.4052,2016.0,0.0
Gaia DR3 65467778474649856,7.4917930357404465,0.8056,0.7839,0.8179,Gaia DR3 65467778474649856,59.62918552417765,23.070053029348177,7.4918,17.9299,-45.9398,0.0,2016.0,3.552713678800501E-15
Gaia DR3 65471729844532864,7.396599891504868,1.0254,1.0194,1.0311,Gaia DR3 65471729844532864,59.864780390913005,23.12358794121916,7.3966,19.5658,-44.9698,6.6996,2016.0,3.552713678800501E-15
Gaia DR3 65544538129847936,7.140164284709472,0.774,0.7583,0.7873,Gaia DR3 65544538129847936,59.330591983935534,23.460322675022162,7.1402,18.1784,-43.7199,0.0,2016.0,6.518064226569634E-15
Gaia DR3 65552681387907200,7.485000062011078,0.7183,0.6892,0.7318,Gaia DR3 65552681387907200,59.82917533829612,23.523195667052423,7.485,19.106,-46.4211,0.0,2016.0,6.514956178884727E-15
Gaia DR3 65561099523771264,7.2715919760616465,0.768,0.7424,0.7961,Gaia DR3 65561099523771264,59.98542187692175,23.6708000007374,7.2716,17.3757,-44.2765,0.0,2016.0,7.414243459114598E-15
Gaia DR3 65561473183104640,7.365650912464818,0.6626,0.6451,0.6833,Gaia DR3 65561473183104640,59.99654739928412,23.684502413509016,7.3657,18.2381,-44.8753,0.0,2016.0,6.506946307986459E-15
Gaia DR3 65576011650237440,7.651702794399829,0.5344,0.5268,0.54,Gaia DR3 65576011650237440,59.73770918944594,23.708534844803808,7.6517,18.6162,-47.1154,35.3291,2016.0,6.5057485342417776E-15
Gaia DR3 65588484235454592,7.293432572419531,0.3199,0.3135,0.3254,Gaia DR3 65588484235454592,58.26896651993362,22.801152586524747,7.2934,19.0367,-45.5609,6.2502,2016.0,7.451616173701623E-15
Gaia DR3 65589137070475264,7.730450865699229,0.6208,0.6143,0.6277,Gaia DR3 65589137070475264,58.31550471151817,22.870486617226987,7.7305,19.4991,-47.3049,-8.7885,2016.0,7.448683080594114E-15
Gaia DR3 65603946117575936,7.420786200411975,,,,Gaia DR3 65603946117575936,58.25684895576226,22.97990043814057,7.4208,18.6791,-45.2283,0.0,2016.0,6.541553905987903E-15
Gaia DR3 65605354866829184,7.339353946453763,0.6303,0.6225,0.6405,Gaia DR3 65605354866829184,58.29240738957876,23.052790825962784,7.3394,19.7366,-46.5361,-6.364,2016.0,0.0
Gaia DR3 65626623544976768,7.137677265702494,0.684,0.6723,0.699,Gaia DR3 65626623544976768,58.65574608992024,23.225564592105965,7.1377,19.0058,-43.6222,0.0,2016.0,7.433535368520481E-15
Gaia DR3 65635522717170944,7.351477392023253,0.6204,0.612,0.6288,Gaia DR3 65635522717170944,58.87881546681414,23.39733058626634,7.3515,18.0613,-44.0414,0.0,2016.0,7.105427357601002E-15
Gaia DR3 65641634452663296,6.977480091655439,0.8185,0.786,0.8537,Gaia DR3 65641634452663296,58.504722163146866,23.327914274720143,6.9775,18.0831,-42.808,0.0,2016.0,0.0
Gaia DR3 65643184938861312,7.593239732644184,0.572,0.5672,0.5774,Gaia DR3 65643184938861312,58.554286648334305,23.347269706275018,7.5932,19.4331,-46.7889,58.0623,2016.0,7.428294787706201E-15
Gaia DR3 65671634801986048,7.282151258469367,0.7109,0.7023,0.7184,Gaia DR3 65671634801986048,57.83124732910963,23.16358608120615,7.2822,18.8169,-43.4424,0.0,2016.0,7.436194617883612E-15
Gaia DR3 65673593307063552,7.39121408595741,,,,Gaia DR3 65673593307063552,57.81600521946067,23.282072324477088,7.3912,20.2661,-45.1989,-1.5548,2016.0,0.0
Gaia DR3 65674383581036800,7.3552931632241805,0.5236,0.5174,0.5292,Gaia DR3 65674383581036800,57.96320232011635,23.294606604742206,7.3553,18.7186,-46.0289,0.1532,2016.0,3.552713678800501E-15
Gaia DR3 65677372878285312,7.333804587650971,0.1261,0.118,0.1332,Gaia DR3 65677372878285312,57.71444143460519,23.328868779468966,7.3338,18.8884,-46.3322,6.4026,2016.0,0.0
Gaia DR3 65677506019076224,7.273865469453809,0.6214,0.582,0.6695,Gaia DR3 65677506019076224,57.679511495208054,23.332013611472313,7.2739,19.147,-45.5169,0.0,2016.0,6.524382667810578E-15
Gaia DR3 65680499614460800,7.484240264221193,0.2049,0.1993,0.2104,Gaia DR3 65680499614460800,57.989007972376015,23.3392212985117,7.4842,20.8443,-46.4849,5.4294,2016.0,0.0
Gaia DR3 65688539793220480,7.326865311897123,0.6803,0.6667,0.6939,Gaia DR3 65688539793220480,57.96486380442858,23.58017097963821,7.3269,20.0453,-47.2058,0.0,2016.0,6.512132899791898E-15
Gaia DR3 65697267166874240,7.784782543947762,,,,Gaia DR3 65697267166874240,58.29021865632223,23.56311313950644,7.7848,19.8129,-47.1204,0.0,2016.0,6.512978836870228E-15
Gaia DR3 65699569269925888,7.410325385253006,0.703,0.689,0.7162,Gaia DR3 65699569269925888,58.51141173896991,23.583472053671844,7.4103,18.7202,-46.105,0.0,2016.0,0.0
Gaia DR3 65701527774387840,7.4050316715605184,0.6442,0.634,0.6535,Gaia DR3 65701527774387840,58.59373152659762,23.63651277018731,7.405,18.3691,-45.9798,0.0,2016.0,7.415740857912754E-15
Gaia DR3 65707673870040832,7.859820054121889,0.5729,0.5377,0.6821,Gaia DR3 65707673870040832,58.21587315431726,23.563201391104737,7.8598,20.3357,-47.4093,0.0,2016.0,7.418935962997143E-15
Gaia DR3 65712488530853120,7.842320091834718,0.2359,0.2323,0.2395,Gaia DR3 65712488530853120,58.09386516372074,23.644663086556115,7.8423,20.3512,-48.3416,8.5629,2016.0,0.0
Gaia DR3 65717814290369920,7.728498800241649,0.651,0.6432,0.659,Gaia DR3 65717814290369920,58.44830839896579,23.741741817375793,7.7285,19.2623,-47.788,0.0,2016.0,6.504091618991836E-15
Gaia DR3 65719463557799424,7.864910535896297,,,,Gaia DR3 65719463557799424,58.450234631246445,23.81918184093902,7.8649,20.0635,-46.8863,0.0,2016.0,1.300043827467602E-14
Gaia DR3 65720734868130816,7.3122275822989975,0.6439,0.6318,0.6558,Gaia DR3 65720734868130816,58.35055879613578,23.799400414244115,7.3122,20.1254,-44.9148,0.0,2016.0,1.3002418921794649E-14
Gaia DR3 65732447241199744,7.487212114131658,0.2351,0.2235,0.2436,Gaia DR3 65732447241199744,58.98356165238337,23.567063288875058,7.4872,19.1379,-46.0828,6.2318,2016.0,3.552713678800501E-15
Gaia DR3 65750627840192256,7.250917408676775,0.3207,0.3008,0.3333,Gaia DR3 65750627840192256,58.870949393255714,23.772242308625067,7.2509,17.7591,-44.9525,0.9219,2016.0,7.105427357601002E-15
Gaia DR3 65768151306811904,7.174693891962564,1.7215,1.7104,1.7391,Gaia DR3 65768151306811904,59.40037575316987,23.931010203419202,7.1747,17.8841,-44.0664,-4.0587,2016.0,3.552713678800501E-15
Gaia DR3 65772789871345024,7.487762389712789,0.6671,0.6521,0.6834,Gaia DR3 65772789871345024,59.50825675474172,23.898337035153258,7.4878,18.9951,-47.2677,0.0,2016.0,0.0
Gaia DR3 65775195052996608,7.477131647479549,0.5825,0.5724,0.5919,Gaia DR3 65775195052996608,59.604827774425196,24.016123941933326,7.4771,19.6647,-45.6257,0.0,2016.0,6.490317327644009E-15
Gaia DR3 65776736943479808,7.019555905798031,0.1853,0.182,0.1888,Gaia DR3 65776736943479808,59.587172485647514,24.080920608382456,7.0196,18.1685,-43.1579,5.2094,2016.0,1.9461128174121297E-14
Gaia DR3 65779971056668032,7.7564569906051215,0.6928,0.6713,0.7448,Gaia DR3 65779971056668032,59.38781403425705,23.94626374387572,7.7565,19.6511,-48.1041,0.0,2016.0,1.2987677049674302E-14
Gaia DR3 65781345446197504,7.602595875652743,0.562,0.5264,0.5898,Gaia DR3 65781345446197504,59.32027138426084,24.00899009889595,7.6026,19.1917,-46.887,6.4687,2016.0,0.0
Gaia DR3 65783029073414144,7.444990183139546,0.5489,0.5434,0.5549,Gaia DR3 65783029073414144,59.077544104505236,23.964214301726617,7.445,18.991,-46.5938,0.5801,2016.0,3.552713678800501E-15
