designation,parallax,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 69906472554465792,7.26266420477807,0.5585,0.5533,0.571,Gaia DR3 69906472554465792,55.97455348593456,25.47487895307199,7.2627,19.0023,-45.7905,34.1177,2016.0,0.0
Gaia DR3 69906571336964608,7.428714539269931,0.2181,0.2071,0.2254,Gaia DR3 69906571336964608,56.021340450904624,25.483630341529256,7.4287,20.7728,-45.6642,5.7233,2016.0,1.2828255740393024E-14
Gaia DR3 69906713072633856,7.232947154619978,0.7344,0.7252,0.7419,Gaia DR3 69906713072633856,55.970030289721734,25.491626639175383,7.2329,20.3839,-45.4439,0.0,2016.0,3.552713678800501E-15
Gaia DR3 69911282917833216,7.527230130460904,0.5458,0.5369,0.5551,Gaia DR3 69911282917833216,55.892333071520504,25.590394527610496,7.5272,20.4544,-46.1369,0.0,2016.0,3.552713678800501E-15
Gaia DR3 69911867033651200,7.338951516005683,0.8012,0.7823,0.8247,Gaia DR3 69911867033651200,56.25512663573019,25.351427914366585,7.339,19.721,-46.1651,0.0,2016.0,0.0
Gaia DR3 69917635172718720,7.186533778949462,0.2688,0.2413,0.2882,Gaia DR3 69917635172718720,56.1832111805621,25.4990904084966,7.1865,20.3249,-43.8316,5.739,2016.0,0.0
Gaia DR3 69918086146123520,7.307102820399967,0.5389,0.5226,0.5525,Gaia DR3 69918086146123520,56.27224584037732,25.486232262260643,7.3071,20.4844,-46.5062,-19.7677,2016.0,0.0
Gaia DR3 69918979499309952,7.490897652344597,,,,Gaia DR3 69918979499309952,56.28772677585699,25.546813749362023,7.4909,19.8836,-45.4464,0.0,2016.0,0.0
Gaia DR3 69930764889482752,7.320168724172881,0.9199,0.9062,0.9341,Gaia DR3 69930764889482752,56.10458705678782,25.56760995826113,7.3202,20.8737,-46.7636,0.0,2016.0,0.0
Gaia DR3 69932276717968512,7.110221839905991,0.5313,0.5262,0.5364,Gaia DR3 69932276717968512,56.125404530638,25.596210762222004,7.1102,20.0527,-43.5771,-30.8138,2016.0,0.0
Gaia DR3 69934334006064768,7.319788244552368,0.7674,0.7366,0.8139,Gaia DR3 69934334006064768,56.04490060536961,25.62714909234563,7.3198,19.5994,-46.1485,0.0,2016.0,7.325597337619127E-15
Gaia DR3 69935162935991168,7.323156582407243,0.4531,0.4421,0.4792,Gaia DR3 69935162935991168,56.01189022138177,25.656149201293164,7.3232,19.7731,-46.0191,2.4496,2016.0,6.4048937132557386E-15
Gaia DR3 69942515919994368,7.149068071202813,0.714,0.7045,0.7226,Gaia DR3 69942515919994368,56.13788197135758,25.752519740211472,7.1491,19.716,-44.8368,0.0,2016.0,0.0
Gaia DR3 69945814454871680,7.573754288408809,0.2289,0.2244,0.2341,Gaia DR3 69945814454871680,56.17999120209439,25.875322446353035,7.5738,19.7658,-45.8951,2.5642,2016.0,7.313906530923742E-15
Gaia DR3 69947635521777152,7.208952742799342,0.7642,0.748,0.8025,Gaia DR3 69947635521777152,56.905696548985354,25.33384802905008,7.209,18.4527,-45.7222,0.0,2016.0,0.0
Gaia DR3 69948253997063424,7.2009784966893235,0.1503,0.1448,0.1561,Gaia DR3 69948253997063424,56.94524283764543,25.38549346832899,7.201,19.4229,-45.777,3.7393,2016.0,3.552713678800501E-15
Gaia DR3 69962719446879232,7.418253803653885,0.7804,0.7667,0.7892,Gaia DR3 69962719446879232,57.1904090545785,25.70026259761734,7.4183,18.322,-45.4778,0.0,2016.0,3.552713678800501E-15
Gaia DR3 69964879813013248,7.44663752434784,0.134,0.1134,0.1498,Gaia DR3 69964879813013248,56.83709232128784,25.525638838893478,7.4466,19.3036,-45.5685,8.2808,2016.0,0.0
Gaia DR3 69968113925681408,7.160889198044508,0.6844,0.6722,0.6975,Gaia DR3 69968113925681408,56.88781044276308,25.638312433124966,7.1609,18.803,-44.1586,0.0,2016.0,9.566714514813966E-15
Gaia DR3 69974504837007232,7.673490988631685,0.5739,0.5619,0.5854,Gaia DR3 69974504837007232,56.89244548480664,25.718164825630673,7.6735,20.1988,-46.5125,0.0,2016.0,1.2803120206566572E-14
Gaia DR3 69977597213945984,7.012934047920243,0.4166,0.3748,0.4646,Gaia DR3 69977597213945984,56.842929581108244,25.72068541952274,7.0129,20.0004,-44.7769,0.0,2016.0,3.552713678800501E-15
Gaia DR3 69985499953396480,6.94028215287807,0.729,0.7197,0.7388,Gaia DR3 69985499953396480,57.342332131747774,25.793689824375647,6.9403,19.4126,-43.0754,0.0,2016.0,7.317762981826006E-15
Gaia DR3 69985637392346496,7.371013649320316,0.7683,0.7579,0.7804,Gaia DR3 69985637392346496,57.38677013764583,25.796211207355963,7.371,19.7102,-46.3622,0.0,2016.0,7.317644028298442E-15
Gaia DR3 69988489250631680,7.747734110425985,0.3445,0.3398,0.3505,Gaia DR3 69988489250631680,57.33572618441402,25.81781951369322,7.7477,19.6526,-47.6295,9.2502,2016.0,0.0
Gaia DR3 69992371901046400,7.5491718165493475,0.8942,0.8761,0.9085,Gaia DR3 69992371901046400,57.49428606850405,25.896034214215305,7.5492,21.5943,-46.6795,0.0,2016.0,7.312926370497993E-15
Gaia DR3 69996976105980800,7.548105197674344,0.6133,0.603,0.6268,Gaia DR3 69996976105980800,57.39710417795447,25.992811633357707,7.5481,20.6347,-46.8222,0.0,2016.0,0.0
Gaia DR3 70010303387697024,7.402525727526368,0.7485,0.7355,0.7613,Gaia DR3 70010303387697024,57.401390021101875,26.037727888727037,7.4025,20.386,-44.9983,0.0,2016.0,3.552713678800501E-15
Gaia DR3 70019378655328768,7.286429472382369,0.7284,0.7154,0.738,Gaia DR3 70019378655328768,56.66784383600048,25.73135614781764,7.2864,20.2829,-44.5199,0.0,2016.0,6.400850044826579E-15
Gaia DR3 70028170451469312,7.171909892274891,0.5988,0.5922,0.6045,Gaia DR3 70028170451469312,56.84109229961472,25.897739265702654,7.1719,20.3023,-45.1901,2.073,2016.0,3.552713678800501E-15
Gaia DR3 70042743277270016,7.286612572195774,0.6465,0.6369,0.6564,Gaia DR3 70042743277270016,56.42996532020241,26.040585885875117,7.2866,20.2609,-44.0307,0.0,2016.0,3.552713678800501E-15
Gaia DR3 70044456967585280,7.082930667980825,0.6511,0.636,0.6651,Gaia DR3 70044456967585280,56.54213467684923,26.002372396199018,7.0829,19.8874,-45.073,0.0,2016.0,0.0
Gaia DR3 70044628765739776,7.478152057866121,0.4337,0.4294,0.4383,Gaia DR3 70044628765739776,56.581037881379835,26.043073251837463,7.4782,20.3237,-45.9819,4.0249,2016.0,0.0
Gaia DR3 70060610341280128,7.117148539463226,0.6897,0.6766,0.703,Gaia DR3 70060610341280128,56.932933097744986,26.224011715764593,7.1171,20.0627,-44.7833,0.0,2016.0,1.4594626936609357E-14
Gaia DR3 70072773688658432,7.392871542707543,0.5801,0.5707,0.5889,Gaia DR3 70072773688658432,56.8775155240631,26.278915634638096,7.3929,20.9728,-46.2113,0.0,2016.0,0.0
Gaia DR3 70077270518065920,7.535994762888507,0.6499,0.6375,0.6621,Gaia DR3 70077270518065920,56.84147827794629,26.379668527819774,7.536,20.6792,-46.7248,0.0,2016.0,3.552713678800501E-15
Gaia DR3 70091259227969920,7.234602964116197,0.8044,0.7894,0.8195,Gaia DR3 70091259227969920,55.65988578713487,25.478848353058403,7.2346,20.46,-44.292,0.0,2016.0,6.4143830005819665E-15
Gaia DR3 70097581419826944,7.281823665960581,0.5644,0.5534,0.5762,Gaia DR3 70097581419826944,55.68259731255876,25.534924792183052,7.2818,20.1329,-45.3872,-12.5831,2016.0,7.105427357601002E-15
Gaia DR3 70098612211973248,7.407633218727595,0.5515,0.5419,0.5631,Gaia DR3 70098612211973248,55.78162924002444,25.574598690436172,7.4076,20.4443,-45.9491,0.0,2016.0,6.40926598656298E-15
Gaia DR3 70108473456817280,7.260360591268323,0.1118,0.1008,0.119,Gaia DR3 70108473456817280,55.40077339536187,25.619132539658523,7.2604,17.4533,-43.1638,3.4922,2016.0,6.406879944218966E-15
Gaia DR3 70118197262752768,7.416742738578558,0.5996,0.5912,0.6066,Gaia DR3 70118197262752768,55.47596879894866,25.729606115398568,7.4167,21.9011,-46.3452,6.3068,2016.0,0.0
Gaia DR3 70121805035254144,7.455247491858338,0.2849,0.2747,0.307,Gaia DR3 70121805035254144,55.51973531138045,25.885673026076415,7.4552,21.0576,-46.8967,4.7195,2016.0,0.0
Gaia DR3 70123003329050880,7.663925692212121,0.7617,0.7426,0.7896,Gaia DR3 70123003329050880,55.93374708446591,25.66362571551907,7.6639,20.6666,-45.9931,0.0,2016.0,1.3292548914707685E-14
Gaia DR3 70125000491024128,7.513559806401316,0.173,0.1618,0.1818,Gaia DR3 70125000491024128,55.95431715608065,25.729411137159918,7.5136,21.2708,-47.7651,4.5841,2016.0,6.4009547615916404E-15
Gaia DR3 70127955428529536,7.525572168680947,0.669,0.6534,0.6903,Gaia DR3 70127955428529536,55.77098887380925,25.742928469245964,7.5256,20.4866,-47.0037,0.0,2016.0,7.320155617678543E-15
Gaia DR3 70129050643128832,7.7844963597866546,0.5575,0.5499,0.5646,Gaia DR3 70129050643128832,55.90286954300196,25.783351422078248,7.7845,21.2097,-47.4257,0.0,2016.0,0.0
Gaia DR3 70132658415356672,7.308381076735373,0.9262,0.9154,0.9432,Gaia DR3 70132658415356672,56.018789640275436,25.856103737794054,7.3084,19.2567,-43.2667,2.3098,2016.0,7.314815417143475E-15
Gaia DR3 70150357977789056,7.531798746166224,0.6758,0.6669,0.6844,Gaia DR3 70150357977789056,55.85925726123208,26.04171814484886,7.5318,21.045,-46.5771,-21.2931,2016.0,0.0
Gaia DR3 70152144684310144,7.123962622313409,0.5964,0.5895,0.6043,Gaia DR3 70152144684310144,55.94626178163878,26.07635238903365,7.124,20.1343,-44.8751,0.0,2016.0,3.552713678800501E-15
Gaia DR3 70153484713977472,7.333114923095777,0.6657,0.6567,0.6755,Gaia DR3 70153484713977472,55.82948712890788,26.078747132934307,7.3331,20.0893,-45.5855,0.0,2016.0,0.0
Gaia DR3 70158977974956672,7.396323568957691,0.3445,0.336,0.3541,Gaia DR3 70158977974956672,55.17747786165172,25.70526832583363,7.3963,20.785,-45.871,2.4922,2016.0,7.321928045557142E-15
Gaia DR3 70160287942261376,7.797466246499463,0.5848,0.576,0.5937,Gaia DR3 70160287942261376,55.29287492170479,25.76541903413525,7.7975,21.5635,-47.15,0.0,2016.0,3.552713678800501E-15
Gaia DR3 70165476262750976,7.256145998522227,0.6636,0.6559,0.671,Gaia DR3 70165476262750976,55.168079441605656,25.846594275332414,7.2561,20.8657,-45.7075,0.0,2016.0,7.315264916525407E-15
Gaia DR3 70169251536714624,7.291083068714323,0.2684,0.2523,0.2788,Gaia DR3 70169251536714624,55.49621763545559,25.920717603367972,7.2911,20.5777,-45.1374,5.3208,2016.0,0.0
Gaia DR3 70175474946486784,7.083079593121529,0.6705,0.6579,0.6862,Gaia DR3 70175474946486784,55.04463153936919,25.824830637268388,7.0831,18.8658,-43.4139,0.0,2016.0,6.395808810459428E-15
Gaia DR3 70176265220466048,7.039188533354887,0.7179,0.6899,0.7589,Gaia DR3 70176265220466048,55.04973603282433,25.875505203755026,7.0392,19.668,-43.1593,0.0,2016.0,6.393068730349181E-15
Gaia DR3 70180216590377600,7.670244565641674,0.9053,0.885,0.9278,Gaia DR3 70180216590377600,54.991109086565196,25.924761014624796,7.6702,21.0713,-47.3541,0.0,2016.0,7.311565766696627E-15
Gaia DR3 70189837317110016,7.124132246599021,0.6503,0.6395,0.6615,Gaia DR3 70189837317110016,55.04559055682499,26.11121030197882,7.1241,20.1321,-43.723,0.0,2016.0,7.105427357601002E-15
Gaia DR3 70200935512668800,7.042131602648405,0.6831,0.6761,0.6901,Gaia DR3 70200935512668800,55.4953184075574,26.205753750089364,7.0421,19.5241,-44.1777,29.982,2016.0,3.552713678800501E-15
Gaia DR3 70201725786644608,7.662535829651434,0.6534,0.6391,0.6702,Gaia DR3 70201725786644608,55.725084279073265,26.137673410555898,7.6625,19.9572,-46.8491,0.0,2016.0,3.552713678800501E-15
Gaia DR3 70215705904150272,7.132856574908565,,,,Gaia DR3 70215705904150272,55.29810728691407,26.27180407732168,7.1329,19.3512,-44.3524,0.0,2016.0,0.0
Gaia DR3 70230652389756928,7.372932552531047,0.6834,0.6601,0.7107,Gaia DR3 70230652389756928,56.33901866387601,26.090268845002047,7.3729,20.1604,-46.4132,0.0,2016.0,0.0
Gaia DR3 70234882933734400,7.831227884182649,0.1175,0.1095,0.1251,Gaia DR3 70234882933734400,56.22103743980827,26.14179686806,7.8312,21.609,-48.8603,5.2277,2016.0,7.301243374899175E-15
Gaia DR3 70241033326866944,7.273518281737768,,,,Gaia DR3 70241033326866944,56.49510380195464,26.33369184449632,7.2735,19.9966,-44.526,0.0,2016.0,0.0
Gaia DR3 70242785673539712,7.363967286383346,0.2462,0.2374,0.251,Gaia DR3 70242785673539712,56.28429366184955,26.29231185969051,7.364,19.6739,-45.7071,5.1061,2016.0,7.294040473866428E-15
Gaia DR3 70252681278085376,7.252740248540545,0.1984,0.1938,0.2036,Gaia DR3 70252681278085376,56.064126288551066,26.331020873579526,7.2527,20.0388,-44.7228,4.7475,2016.0,0.0
Gaia DR3 70271854012150912,7.5285681732913465,0.7103,0.6948,0.7267,Gaia DR3 70271854012150912,56.59895767544121,26.57294021230501,7.5286,19.2714,-46.8914,0.0,2016.0,1.3196902690210975E-14
Gaia DR3 70274190474468864,7.372225510083305,0.6062,0.5971,0.6159,Gaia DR3 70274190474468864,56.868431608315476,26.534764624622056,7.3722,20.1706,-46.3116,0.0,2016.0,0.0
Gaia DR3 70286319462343808,7.111385113944721,0.1977,0.1931,0.2039,Gaia DR3 70286319462343808,56.30808797509741,26.588214023487527,7.1114,19.2968,-44.3324,3.9596,2016.0,0.0
Gaia DR3 70313016978627584,7.034812837832362,0.3962,0.3905,0.4018,Gaia DR3 70313016978627584,55.90868834592439,26.612313861082,7.0348,18.9693,-43.7437,2.2369,2016.0,3.552713678800501E-15
Gaia DR3 70334384440377472,7.298202957063744,0.6145,0.6008,0.6275,Gaia DR3 70334384440377472,56.267614732161,26.67893635265186,7.2982,20.2701,-46.1055,0.0,2016.0,0.0
Gaia DR3 70356580830628864,7.474264263220654,0.7007,0.6874,0.715,Gaia DR3 70356580830628864,56.02056349331565,26.96946450921715,7.4743,20.5895,-45.5525,0.0,2016.0,7.261189221201763E-15
Gaia DR3 70376097161725952,7.20949495327266,,,,Gaia DR3 70376097161725952,57.71749255722641,26.194354601008204,7.2095,18.9981,-45.6332,0.0,2016.0,6.375713235539858E-15
Gaia DR3 70387057918968064,7.400986644031784,0.515,0.47,0.5413,Gaia DR3 70387057918968064,57.56656469007027,26.193510714125857,7.401,20.3548,-45.7944,0.0,2016.0,0.0
Gaia DR3 70426507196531456,7.007297483928808,0.3428,0.3356,0.3509,Gaia DR3 70426507196531456,57.79406565213057,26.58748706098972,7.0073,18.0336,-44.1089,6.4775,2016.0,3.552713678800501E-15
Gaia DR3 70426782074435584,7.193973340297591,0.6821,0.6597,0.7055,Gaia DR3 70426782074435584,57.77125635675894,26.614107836089318,7.194,18.3042,-43.6303,0.0,2016.0,1.319250061618572E-14
Gaia DR3 70433241705178240,7.385264532032264,0.6896,0.6754,0.7037,Gaia DR3 70433241705178240,58.17431918431463,26.769461759965537,7.3853,18.9648,-47.6211,0.0,2016.0,0.0
Gaia DR3 70453303494018432,7.62911058479409,1.1768,1.1588,1.206,Gaia DR3 70453303494018432,57.45072259099454,26.62974817689401,7.6291,19.2878,-46.3727,0.0,2016.0,1.3190826561120102E-14
Gaia DR3 70457671479120000,7.610695564329927,0.683,0.6722,0.6924,Gaia DR3 70457671479120000,57.17979485408404,26.539025300249094,7.6107,20.6431,-46.269,0.0,2016.0,3.552713678800501E-15
Gaia DR3 70457877637565824,7.771877340288462,0.7066,0.6947,0.7178,Gaia DR3 70457877637565824,57.06939334323902,26.503111885230055,7.7719,20.7759,-49.0731,0.0,2016.0,3.552713678800501E-15
Gaia DR3 70461554129560448,7.582671190496229,0.2525,0.2471,0.2582,Gaia DR3 70461554129560448,57.051972156311926,26.58360374254647,7.5827,20.984,-46.5651,7.7903,2016.0,9.5322450027805E-15
Gaia DR3 70462688000922880,7.56666014095888,0.182,0.1716,0.1878,Gaia DR3 70462688000922880,56.99008522853177,26.629052685627993,7.5667,19.9249,-47.5169,3.2568,2016.0,6.3517339223134234E-15
Gaia DR3 70493268167993984,7.310328046118832,0.651,0.6154,0.6718,Gaia DR3 70493268167993984,57.409403943429396,26.851435079305364,7.3103,19.5995,-45.5086,0.0,2016.0,0.0
Gaia DR3 70495707709395584,7.469647336402018,0.6956,0.6839,0.707,Gaia DR3 70495707709395584,57.526829832795514,26.97174736066095,7.4696,19.5515,-45.6364,0.0,2016.0,7.105427357601002E-15
Gaia DR3 70847512772943488,7.535878473342207,0.717,0.7049,0.731,Gaia DR3 70847512772943488,57.86621334558817,27.982004470341742,7.5359,19.97,-49.0517,0.0,2016.0,1.0658141036401504E-14
Gaia DR3 70934649068656896,7.5078418321564575,0.7533,0.7086,0.786,Gaia DR3 70934649068656896,54.98818361370311,26.11654322312822,7.5078,21.1584,-48.5058,0.0,2016.0,3.552713678800501E-15
Gaia DR3 70938810893886208,7.299654038284225,,,,Gaia DR3 70938810893886208,54.84346435803241,26.19321979914525,7.2997,20.814,-46.9775,0.0,2016.0,3.552713678800501E-15
Gaia DR3 70941383577307392,7.83227143212911,0.1959,0.1849,0.2513,Gaia DR3 70941383577307392,55.024061740434064,26.19615276144307,7.8323,22.0668,-48.8631,-1.3914,2016.0,0.0
Gaia DR3 71021927100882560,7.385659108154691,0.4385,0.4312,0.4479,Gaia DR3 71021927100882560,54.40012598188154,26.546680445444792,7.3857,20.9669,-45.6862,-18.8266,2016.0,0.0
Gaia DR3 71042439864623104,7.363458335150091,0.3677,0.3621,0.3735,Gaia DR3 71042439864623104,54.82633071571327,26.793219430085944,7.3635,20.2627,-45.4968,4.2505,2016.0,1.4539619092542068E-14
Gaia DR3 71042641727187968,7.725854859056574,0.741,0.7199,0.7649,Gaia DR3 71042641727187968,54.81489397592177,26.800907214746978,7.7259,21.6019,-48.274,0.0,2016.0,7.26943455348709E-15
Gaia DR3 71056252479453056,7.0861817693181415,0.5896,0.5739,0.6064,Gaia DR3 71056252479453056,54.61606337251374,26.856931797117696,7.0862,20.1205,-45.025,0.0,2016.0,0.0
Gaia DR3 71059138697443200,7.201042651914692,0.6355,0.6273,0.6455,Gaia DR3 71059138697443200,54.766999562762344,27.001232560752424,7.201,23.3832,-42.9169,0.0,2016.0,7.259630195084304E-15
Gaia DR3 71078483230315520,7.0688004637267365,0.5702,0.5613,0.5761,Gaia DR3 71078483230315520,55.45026051976445,26.78898039284342,7.0688,19.9941,-42.8875,0.0,2016.0,3.552713678800501E-15
Gaia DR3 71100404743364992,7.582136892000841,0.6707,0.6542,0.6865,Gaia DR3 71100404743364992,55.485423565219484,27.049300667730154,7.5821,21.1737,-47.082,0.0,2016.0,6.328204123849281E-15
Gaia DR3 71103428400426368,7.352313329316505,0.6617,0.6491,0.6826,Gaia DR3 71103428400426368,55.471078189588205,27.078469980586092,7.3523,20.2911,-45.6837,0.0,2016.0,0.0
Gaia DR3 71108440625265280,7.469524192307425,0.7893,0.7019,0.8127,Gaia DR3 71108440625265280,55.912152687390275,27.01689344109369,7.4695,20.9513,-45.7745,0.0,2016.0,0.0
Gaia DR3 71151841271691904,7.500865364688532,0.7215,0.6653,0.8957,Gaia DR3 71151841271691904,55.389957935675845,27.16379534449951,7.5009,20.8685,-46.43,0.0,2016.0,3.552713678800501E-15
Gaia DR3 71161771235981312,7.2850501607867075,0.6198,0.6112,0.6274,Gaia DR3 71161771235981312,54.95066129651742,27.189358701917822,7.2851,19.8669,-44.0628,0.0,2016.0,7.250365258527987E-15
Gaia DR3 71207710206088192,7.291276211305211,0.67,0.6613,0.6804,Gaia DR3 71207710206088192,55.59862400564944,27.765522859590856,7.2913,19.6016,-44.5195,0.0,2016.0,1.2574637627937812E-14
Gaia DR3 71409985986006016,7.450867275462981,0.5359,0.5293,0.5435,Gaia DR3 71409985986006016,55.069482478760804,27.922631045395285,7.4509,20.4708,-45.4628,0.0,2016.0,7.213723372613697E-15
