rank,name,status,pollution_score,source_score,source_count,contaminated_pixels,coverage_fraction,weighted_coverage_fraction,residual_sigma,aperture_radius_pixels,center_radius_pixels,rejected_large_segments,image_path,error
128,NGC4457,ok,7.035597110281424,6.999769462995185,16,418,0.018376857469445177,0.0014331058914495475,0.011354044424524243,85.60598551882063,9.32735459931925,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4457.phot.1.fits,
129,NGC0289,ok,7.1145981564043606,7.084842590661471,84,2461,0.027896801106350178,0.0011902226297155938,0.012908351206597555,167.86880712147735,9.706666310628256,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC0289.phot.1.fits,
130,NGC3992,ok,7.1402721907762805,7.108220527754099,444,8095,0.015884041590876537,0.001282066520887265,0.011875954276362738,403.6175151244191,25.99333368937174,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC3992.phot.1.fits,
131,NGC4145,ok,7.217559460778806,7.18600727388211,146,2461,0.01467116558565433,0.0012620874758678454,0.013277281109508588,231.19051069963018,7.280000178019205,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4145.phot.1.fits,
132,NGC4781,ok,7.220995654593139,7.1777746772686655,135,3478,0.03304042179261863,0.0017288390929789284,0.012712648375907935,183.21878732391667,8.493333689371743,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4781.phot.1.fits,
133,IC1954,ok,7.22674511416125,7.182139007274795,96,2271,0.03231958102665547,0.0017842442754582215,0.013733868498722891,149.61323183040943,4.013333511352539,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/IC1954.phot.1.fits,
134,NGC4535,ok,7.269562006363594,7.243843969025635,519,10324,0.01984018694821642,0.0010287214935183423,0.012583392849754531,407.3521420104198,17.54666595458984,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4535.phot.1.fits,
135,NGC3673,ok,7.30023491592636,7.274354166585861,88,1999,0.021256233850472657,0.0010352299736199689,0.013341137878996255,174.1686575180059,20.020000712076822,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC3673.phot.1.fits,
136,NGC5134,ok,7.327980356665552,7.29103170102903,96,1777,0.01738798594870691,0.0014779462254609031,0.01295961305096468,181.60000610351562,21.186667378743486,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC5134.phot.1.fits,
137,NGC1302,ok,7.40369765726074,7.372383190264828,122,1874,0.013157802352115147,0.0012525786798365003,0.012828622036754757,213.28975940079627,12.693333689371745,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1302.phot.1.fits,
