evaluation,image,truth_pixels,incremental_pixels,overlap_pixels,masked_fraction,recall,precision,f_score,mean_toy_recall,recovered_toys,toy_count,false_positive_fraction,segments
6,NGC3992,1064,63833,536,0.012569990268216768,0.5037593984962406,0.008396910688828663,0.01651848313481363,0.5729675965566232,5,6,0.012467053314640403,562
6,NGC3359,1624,32066,893,0.01060616133762131,0.5498768472906403,0.02784881182560968,0.05301276343128524,0.3954618589159285,3,6,0.010316333814627663,278
7,NGC1097,1064,225920,538,0.06548043282241475,0.5056390977443609,0.0023813739376770536,0.004740422232404046,0.4999561984374288,4,6,0.06534465097979866,2104
7,NGC4133,530,45772,79,0.039941778478980214,0.1490566037735849,0.0017259459931836057,0.0034123795948339166,0.13573883161512026,1,6,0.03989129049324363,516
7,IC4901,768,138178,256,0.04825958430077423,0.3333333333333333,0.0018526827714976334,0.003684884775380363,0.24365735684194104,2,6,0.048183098709639556,1414
7,NGC0986,1256,122146,449,0.0646323350048866,0.357484076433121,0.003675928806510242,0.007277029545712388,0.3487233314819522,2,6,0.06443757634611404,1265
7,NGC0289,1142,92911,408,0.025723039134257813,0.3572679509632224,0.004391299200309974,0.008675959299543875,0.19458463805489043,1,6,0.025618181284434566,1137
7,IC1954,832,46064,255,0.04460436670397899,0.30649038461538464,0.005535776311219173,0.010875127942681678,0.3263793890913362,1,6,0.04439321169269652,457
7,NGC0578,838,62741,190,0.0298831840468064,0.22673031026252982,0.0030283227873320476,0.005976816244357413,0.2881315418679549,1,6,0.029804584162416426,625
7,NGC3992,1064,187465,806,0.036915595783235264,0.7575187969924813,0.004299469234257061,0.008550408690440197,0.7403458575114108,6,6,0.036764581333356444,1827
7,NGC3359,1624,88858,1358,0.029390703054274134,0.8362068965517241,0.01528281077674492,0.030017019959771008,0.7386752474355606,5,6,0.028957084938245295,993
8,NGC1097,1064,783860,576,0.22719321915801183,0.5413533834586466,0.00073482509631822,0.0014676580152982964,0.5175000580865515,4,6,0.22709630581883475,3643
8,NGC4133,530,188436,79,0.16443391089454504,0.1490566037735849,0.0004192404848330468,0.0008361292507646879,0.13573883161512026,1,6,0.164441026052916,1051
8,IC4901,768,511821,467,0.17875688384841704,0.6080729166666666,0.0009124283685116476,0.0018221225972465266,0.6012051858563092,4,6,0.17864169789858778,2618
8,NGC0986,1256,422215,601,0.2234108470526108,0.4785031847133758,0.0014234454010397545,0.0028384470247077125,0.428417445658825,2,6,0.22324119997691416,2177
8,NGC0289,1142,520243,676,0.14403279534526253,0.5919439579684763,0.0012993927837568213,0.0025930933954755125,0.34801915891429447,2,6,0.1438911342919669,2970
8,IC1954,832,176234,199,0.17064966050948752,0.23918269230769232,0.001129180521352293,0.0022477494267674203,0.3851260220687465,2,6,0.17059440329026682,944
8,NGC0578,838,289340,233,0.13781100830562093,0.27804295942720764,0.0008052809843091173,0.0016059108547167601,0.3709987340028816,1,6,0.13775501452324862,1560
8,NGC3992,1064,796689,864,0.15688394681113763,0.8120300751879699,0.0010844884264750738,0.0021660839884024255,0.7756319213462454,6,6,0.15674664998536578,4268
