rank,name,catalogue,candidate_rank,x,y,score,peak
73,NGC1097,2MASS,3,801.6017222825095,718.2648657339084,0.7697242493228263,439.5444626861197
73,NGC1097,2MASS,4,616.6669035623293,607.5604035968138,0.7521524434244696,294.56735899820916
73,NGC1097,2MASS,5,725.8267873102819,638.0133459810738,0.5984469609543805,290.09810588196945
73,NGC1097,weak_Gaia,1,616.4918861857238,607.5664322856438,0.26793894218934206,294.56735899820916
73,NGC1097,weak_Gaia,2,525.3571034426823,774.0246872163084,0.25432830143093393,784.1669036951165
73,NGC1097,weak_Gaia,3,838.7194726184399,818.6540645029132,0.24186174021537332,946.8450846988392
73,NGC1097,weak_Gaia,4,801.0242858838847,718.1489040225694,0.22050586023584887,439.5444626861197
73,NGC1097,weak_Gaia,5,935.6750118603504,813.7533468022663,0.21760635494120964,79.4582278554603
73,NGC1097,weak_Gaia,6,725.8442549563446,637.829104568971,0.19870954329602922,290.09810588196945
73,NGC1097,weak_Gaia,7,784.6195778166978,626.9000751880915,0.11355959211351,61.598991924331735
73,NGC1097,weak_Gaia,8,687.9904034924384,669.2555140472524,0.053135170086738064,47.71143515661406
